event_idx,track_idx,label,muon_general_tracks_p,muon_general_tracks_pt,muon_general_tracks_ptErr,muon_general_tracks_chi2,muon_general_tracks_normalizedChi2,muon_general_tracks_etaErr,muon_general_tracks_phiErr,muon_general_tracks_dszErr,muon_general_tracks_dxyErr,muon_general_tracks_dzErr,muon_general_tracks_qoverpErr,muon_general_tracks_lambdaErr,muon_general_tracks_eta,muon_general_tracks_nPixelHits,muon_general_tracks_nTrkLays,muon_general_tracks_nFoundHits,muon_general_tracks_nLostHits,muon_general_tracks_impact3D,muon_general_tracks_impactSignificance,muon_general_tracks_chi2PerHit,muon_general_tracks_hitEfficiency,muon_general_tracks_sigmaPtOverPt,muon_general_tracks_relUncertaintyProduct,muon_general_tracks_sip2D,muon_general_tracks_sipZ,muon_general_tracks_dxyOverPt,muon_general_tracks_ptErrOverP,muon_general_tracks_dzOverDxy,muon_general_tracks_absEta,L1TkMu_nStubs,L1TkMu_nStubs_Endcap,L1TkMu_nStubs_Barrel,L1TkMu_stubQual_max,L1TkMu_stubMax_etaRegion,L1TkMu_stubMax_phiRegion,L1TkMu_stubMax_depthRegion,L1TkMu_hasMatch,L1TkMu_dR2min,L1TkMu_dPtNorm,L1TkMu_chi2Pt,L1TkMu_matchingScore,L1TkMu_nCompatible,L1TkMu_secondBest_dR2,is_low_pt
32,0,0,7.517146468e-01,1.764300019e-01,-1.754998088e+00,2.004806757e+00,4.366049767e-01,-2.661736488e+00,-2.652001143e+00,-2.141169071e+00,-2.129037619e+00,-1.565928221e+00,-2.689971685e+00,-3.236471653e+00,-1.999626040e+00,7.000000000e+00,1.100000000e+01,2.100000000e+01,0.000000000e+00,8.351656199e-01,1.983544230e+00,6.825873256e-01,1.000000000e+00,-1.931415677e+00,-3.866715670e+00,-5.156219006e-02,1.983525753e+00,-2.356989622e+00,-2.506597996e+00,2.598174334e+00,1.999626040e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.342942646e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.342942646e-07,9.990868568e-01
32,1,0,9.707497358e-01,4.662320912e-01,-1.513402224e+00,1.763344288e+00,1.722799838e-01,-2.892011642e+00,-2.976897478e+00,-2.239820719e+00,-2.455527544e+00,-1.735354662e+00,-2.952949762e+00,-3.395786285e+00,-1.829405308e+00,7.000000000e+00,1.200000000e+01,2.200000000e+01,0.000000000e+00,1.058375359e+00,2.264605522e+00,4.209218025e-01,1.000000000e+00,-1.979606986e+00,-3.958275080e+00,4.022992253e-01,2.264564514e+00,-2.519440889e+00,-2.484033585e+00,2.582489491e+00,1.829405308e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.342942646e-07,1.000000000e+00,-6.989678144e-01,1.000000000e+00,4.342942646e-07,9.844583273e-01
32,2,0,7.681149244e-01,2.859581709e-01,-1.714403987e+00,1.338117123e+00,-2.529467642e-01,-2.809183598e+00,-2.819067240e+00,-2.360143661e+00,-2.377956152e+00,-1.878053308e+00,-2.772878170e+00,-3.290771246e+00,-1.775036693e+00,7.000000000e+00,1.200000000e+01,2.200000000e+01,0.000000000e+00,2.068304300e+00,2.912239313e+00,-4.305162933e-03,1.000000000e+00,-2.000340939e+00,-4.001029968e+00,2.682426870e-01,2.912238121e+00,-2.395667315e+00,-2.482409477e+00,3.143913507e+00,1.775036693e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.342942646e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.342942646e-07,9.978420734e-01
32,3,0,7.347440720e-01,2.976263762e-01,-1.761121869e+00,1.526393294e+00,3.503195569e-02,-2.856754541e+00,-2.854186296e+00,-2.406333685e+00,-2.413834810e+00,-1.969285965e+00,-2.798031807e+00,-3.293330431e+00,-1.664442182e+00,3.000000000e+00,1.000000000e+01,1.800000000e+01,1.000000000e+00,1.022047043e+00,2.480350256e+00,2.711209655e-01,9.473684430e-01,-2.058723450e+00,-4.116615772e+00,-3.191361427e-01,2.480349779e+00,-3.030244827e+00,-2.495754957e+00,3.243873119e+00,1.664442182e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.342942646e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.342942646e-07,9.976032376e-01
32,4,1,7.113399506e-01,6.387094855e-01,-1.463291407e+00,1.458550096e+00,-3.281126916e-02,-3.333701134e+00,-3.369809866e+00,-2.777237654e+00,-2.885648727e+00,-2.704647303e+00,-2.813305378e+00,-3.406161308e+00,-5.945854187e-01,4.000000000e+00,1.000000000e+01,1.800000000e+01,0.000000000e+00,-4.406332076e-01,2.487516880e+00,2.032777369e-01,1.000000000e+00,-2.101958513e+00,-4.197365761e+00,1.677497745e+00,2.482244968e+00,-1.847163558e+00,-2.174579144e+00,9.858553410e-01,5.945854187e-01,3.000000000e+00,0.000000000e+00,3.000000000e+00,3.000000000e+00,-1.000000000e+00,4.000000000e+00,1.000000000e+00,1.000000000e+00,-4.427675247e+00,-2.283060312e+00,-3.577224910e-01,-4.425478458e+00,1.000000000e+00,4.342942646e-07,7.850917578e-01
32,5,0,5.638363361e-01,5.418776870e-01,-1.606698036e+00,1.327280998e+00,-1.040822715e-01,-3.222734213e+00,-3.306244373e+00,-2.570106030e+00,-2.828836679e+00,-2.548155546e+00,-2.712358713e+00,-3.244655132e+00,-3.206850886e-01,4.000000000e+00,1.000000000e+01,1.600000000e+01,0.000000000e+00,1.061449409e+00,3.079033852e+00,1.231612563e-01,1.000000000e+00,-2.148532152e+00,-4.288811684e+00,-1.563935280e-01,3.079033852e+00,-3.525940895e+00,-2.170487642e+00,3.515828609e+00,3.206850886e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.342942646e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.342942646e-07,9.541400075e-01
32,6,0,1.822674125e-01,1.757528186e-01,-1.979735613e+00,1.464108706e+00,-2.725259028e-02,-2.885155678e+00,-2.953067303e+00,-2.255601883e+00,-2.422409534e+00,-2.249088526e+00,-2.337923765e+00,-2.891665220e+00,-1.736408174e-01,4.000000000e+00,1.000000000e+01,1.800000000e+01,0.000000000e+00,1.140403152e+00,2.819367886e+00,2.088363767e-01,1.000000000e+00,-2.155467510e+00,-4.302477360e+00,2.337093949e-01,2.819366455e+00,-2.364467382e+00,-2.161981106e+00,2.758949041e+00,1.736408174e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.342942646e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.342942646e-07,9.990910292e-01
32,7,1,7.389013767e-01,7.334255576e-01,-1.395990968e+00,1.396939754e+00,-3.442361578e-02,-3.387268305e+00,-3.475731373e+00,-2.721469402e+00,-2.979646683e+00,-2.715996504e+00,-2.868023396e+00,-3.392730713e+00,-1.591329873e-01,4.000000000e+00,1.000000000e+01,1.600000000e+01,0.000000000e+00,-5.008795261e-01,2.469714403e+00,1.928199679e-01,1.000000000e+00,-2.129368782e+00,-4.251058578e+00,1.673129201e+00,2.464101553e+00,-2.040309906e+00,-2.134843826e+00,1.054802299e+00,1.591329873e-01,4.000000000e+00,0.000000000e+00,4.000000000e+00,3.000000000e+00,0.000000000e+00,5.000000000e+00,1.000000000e+00,1.000000000e+00,-4.992159843e+00,-2.343367338e+00,-4.241230786e-01,-4.990387440e+00,1.000000000e+00,9.824449420e-01,3.045579493e-01
32,8,0,1.426651180e-01,1.425305158e-01,-2.060359716e+00,1.454355240e+00,1.321361065e-01,-2.835484266e+00,-2.910666704e+00,-2.177936316e+00,-2.354876041e+00,-2.177801609e+00,-2.345515490e+00,-2.835618734e+00,2.489854954e-02,3.000000000e+00,9.000000000e+00,1.300000000e+01,1.000000000e+00,1.597013354e+00,2.976373911e+00,3.404119313e-01,9.285714030e-01,-2.202870607e+00,-4.394967079e+00,1.295465976e-01,2.976373434e+00,-2.367856979e+00,-2.203005075e+00,3.023861647e+00,2.489854954e-02,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.342942646e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.342942646e-07,9.992709756e-01
32,9,0,1.331817389e+00,6.873639226e-01,-9.532467127e-01,1.686023712e+00,5.720804930e-01,-3.133919001e+00,-3.111562729e+00,-2.678349972e+00,-2.675814390e+00,-2.034056902e+00,-2.972257376e+00,-3.776361227e+00,2.163947105e+00,7.000000000e+00,6.000000000e+00,9.000000000e+00,0.000000000e+00,1.082798481e+00,2.575503111e+00,7.317813635e-01,1.000000000e+00,-1.640595436e+00,-3.280632734e+00,-4.717220068e-01,2.575502872e+00,-3.832146645e+00,-2.284984350e+00,3.688532829e+00,2.163947105e+00,2.000000000e+00,2.000000000e+00,0.000000000e+00,1.000000000e+00,5.000000000e+00,2.800000000e+01,1.000000000e+00,1.000000000e+00,-3.294094324e+00,-1.936881065e+00,-6.025928855e-01,-3.289111137e+00,1.000000000e+00,4.342942646e-07,5.655464530e-01
32,10,0,1.350182533e+00,6.748312116e-01,-1.219355345e+00,1.631502151e+00,8.743438870e-02,-3.001275301e+00,-2.948094130e+00,-2.496803999e+00,-2.422091484e+00,-1.821560025e+00,-3.245154619e+00,-3.675002575e+00,2.236860991e+00,8.000000000e+00,1.100000000e+01,2.000000000e+01,2.000000000e+00,1.090288281e+00,2.366733313e+00,3.304722905e-01,9.090909362e-01,-1.894159555e+00,-3.787261248e+00,-6.051067710e-01,2.366733074e+00,-3.699963808e+00,-2.569383860e+00,3.571996450e+00,2.236860991e+00,2.000000000e+00,2.000000000e+00,0.000000000e+00,1.000000000e+00,5.000000000e+00,2.800000000e+01,1.000000000e+00,1.000000000e+00,-1.537402630e+00,-1.764173150e+00,2.750700414e-01,-1.529991865e+00,1.000000000e+00,4.342942646e-07,6.319645643e-01
32,11,0,9.614754319e-01,2.913281620e-01,-1.636759400e+00,1.462072611e+00,-8.199504763e-02,-2.716104031e+00,-2.710258484e+00,-2.177032948e+00,-2.163553476e+00,-1.506936669e+00,-2.894892693e+00,-3.385421276e+00,2.224598646e+00,8.000000000e+00,1.200000000e+01,2.000000000e+01,0.000000000e+00,1.351397753e+00,2.182650089e+00,1.610427648e-01,1.000000000e+00,-1.928069353e+00,-3.858716249e+00,-6.060285568e-01,2.182649612e+00,-3.060475588e+00,-2.598081589e+00,3.445090294e+00,2.224598646e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,2.000000000e+00,-5.000000000e+00,2.600000000e+01,3.000000000e+00,1.000000000e+00,-4.205825329e+00,-1.655742049e+00,5.640930533e-01,-4.196485996e+00,1.000000000e+00,4.342942646e-07,9.977359772e-01
32,12,0,1.120809197e+00,4.257765114e-01,-1.257302403e+00,1.148821473e+00,-1.299316138e-01,-2.647348881e+00,-2.555835247e+00,-1.147506952e+00,-1.311542511e+00,-4.524790347e-01,-2.805851936e+00,-3.341619730e+00,2.283176899e+00,0.000000000e+00,6.000000000e+00,1.200000000e+01,0.000000000e+00,1.203308344e+00,1.374367237e+00,6.964054704e-02,1.000000000e+00,-1.683065653e+00,-3.367394209e+00,1.322134733e+00,1.039367318e+00,-4.151919186e-01,-2.378015757e+00,5.763034225e-01,2.283176899e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.342942646e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.342942646e-07,9.907057881e-01
32,13,1,1.016160131e+00,3.365684450e-01,-1.559457541e+00,1.392951012e+00,-1.511166096e-01,-2.766160965e+00,-2.757543325e+00,-2.324510098e+00,-2.310414553e+00,-1.644990683e+00,-2.915654182e+00,-3.444795370e+00,2.246847868e+00,8.000000000e+00,1.200000000e+01,2.000000000e+01,1.000000000e+00,1.223693967e+00,2.256981373e+00,9.192118049e-02,9.523809552e-01,-1.896007180e+00,-3.793187380e+00,6.462140083e-01,2.256850958e+00,-2.000814199e+00,-2.575469732e+00,2.276110411e+00,2.246847868e+00,2.000000000e+00,2.000000000e+00,0.000000000e+00,1.000000000e+00,5.000000000e+00,2.800000000e+01,1.000000000e+00,1.000000000e+00,-2.579400063e+00,-1.662971377e+00,4.851803780e-01,-2.570068359e+00,1.000000000e+00,7.007386088e-01,9.965258241e-01
32,14,0,9.709485173e-01,2.668763101e-01,-1.529005527e+00,2.514317989e+00,9.958040118e-01,-2.922575712e+00,-2.916733980e+00,-2.163502216e+00,-2.209549189e+00,-1.459480405e+00,-2.767482758e+00,-3.625175476e+00,2.304419756e+00,7.000000000e+00,1.100000000e+01,1.900000000e+01,1.000000000e+00,8.669710755e-01,1.893037796e+00,1.235564351e+00,9.499999881e-01,-1.795868993e+00,-3.590987921e+00,1.185003668e-01,1.892976403e+00,-2.357896566e+00,-2.499831438e+00,2.524549484e+00,2.304419756e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.342942646e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.342942646e-07,9.981716871e-01
32,15,0,1.111393809e+00,3.237962425e-01,-7.451251149e-01,1.370096445e+00,4.158540964e-01,-2.634856701e+00,-2.535883188e+00,-2.191920996e+00,-2.147467852e+00,-1.404379845e+00,-2.180318832e+00,-3.421494007e+00,2.499941587e+00,7.000000000e+00,5.000000000e+00,7.000000000e+00,0.000000000e+00,3.000241816e-01,1.554492950e+00,5.249985456e-01,1.000000000e+00,-1.068918467e+00,-2.137854815e+00,-1.293718517e-01,1.554399848e+00,-2.600523949e+00,-1.856490016e+00,2.426827908e+00,2.499941587e+00,2.000000000e+00,2.000000000e+00,0.000000000e+00,1.000000000e+00,5.000000000e+00,2.800000000e+01,1.000000000e+00,1.000000000e+00,-1.217019916e+00,-1.300339222e+00,-4.182229042e-01,-1.195798516e+00,1.000000000e+00,-6.020132899e-01,9.969352484e-01
33,0,0,1.029836178e+00,4.089968503e-01,-1.539990664e+00,1.427048326e+00,-9.146519005e-02,-2.840918779e+00,-2.844373703e+00,-2.276237488e+00,-2.284202337e+00,-1.655460358e+00,-2.981662989e+00,-3.460802555e+00,-2.108034134e+00,6.000000000e+00,1.100000000e+01,1.900000000e+01,0.000000000e+00,-1.174400926e+00,1.071478009e+00,1.482948810e-01,1.000000000e+00,-1.948963881e+00,-3.897799730e+00,1.665360928e-01,1.068087578e+00,-2.526600599e+00,-2.569680691e+00,1.530300736e+00,2.108034134e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,1.000000000e+00,-5.000000000e+00,1.200000000e+01,1.000000000e+00,1.000000000e+00,-5.928668976e+00,-1.947234511e+00,1.332205907e-02,-5.927927017e+00,1.000000000e+00,4.342942646e-07,9.923931360e-01
33,1,0,8.598110676e-01,3.066201806e-01,-1.617332816e+00,1.664326191e+00,9.612464160e-02,-2.802373648e+00,-2.791497707e+00,-2.271394253e+00,-2.268278122e+00,-1.718261600e+00,-2.787042618e+00,-3.354856014e+00,-1.946747422e+00,7.000000000e+00,1.200000000e+01,2.100000000e+01,0.000000000e+00,1.241264701e+00,2.338916779e+00,3.421069682e-01,1.000000000e+00,-1.923934221e+00,-3.848394632e+00,-7.507272959e-01,2.338916779e+00,-3.324790001e+00,-2.477031469e+00,3.639267206e+00,1.946747422e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.342942646e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.342942646e-07,9.973962307e-01
33,2,1,9.307889938e-01,8.954214454e-01,-1.236381531e+00,1.125419974e+00,-3.059429824e-01,-3.585149288e+00,-3.621288300e+00,-2.959161758e+00,-3.078321218e+00,-2.923825264e+00,-3.062128782e+00,-3.620375156e+00,-4.090750217e-01,3.000000000e+00,9.000000000e+00,1.600000000e+01,0.000000000e+00,7.452110052e-01,3.296822309e+00,-7.869955152e-02,1.000000000e+00,-2.131751776e+00,-4.255754471e+00,1.491870165e+00,3.296769142e+00,-2.482260942e+00,-2.167114258e+00,1.959533930e+00,4.090750217e-01,3.000000000e+00,0.000000000e+00,3.000000000e+00,3.000000000e+00,-1.000000000e+00,6.000000000e+00,2.000000000e+00,1.000000000e+00,-4.819646835e+00,-1.994870901e+00,2.650492191e-01,-4.815562248e+00,1.000000000e+00,4.342942646e-07,3.269125707e-03
33,3,0,5.774603486e-01,5.426634550e-01,-1.596250057e+00,1.129447222e+00,-3.019157648e-01,-3.222230196e+00,-3.255571604e+00,-2.554902792e+00,-2.738734007e+00,-2.520117998e+00,-2.716377258e+00,-3.256966829e+00,-4.056735933e-01,3.000000000e+00,9.000000000e+00,1.600000000e+01,0.000000000e+00,1.243252158e+00,3.141888142e+00,-7.467234880e-02,1.000000000e+00,-2.138870716e+00,-4.269912243e+00,-9.739975929e-01,3.141888142e+00,-4.247883320e+00,-2.173662663e+00,4.332363129e+00,4.056735933e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.342942646e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.342942646e-07,9.535849690e-01
33,4,0,5.265239477e-01,5.103173852e-01,-1.686051488e+00,1.158850431e+00,-2.725126445e-01,-3.101217508e+00,-3.172704220e+00,-2.503782988e+00,-2.693725586e+00,-2.487581730e+00,-2.722927809e+00,-3.117403269e+00,-2.748942375e-01,6.000000000e+00,9.000000000e+00,1.600000000e+01,0.000000000e+00,2.122684002e+00,3.549057007e+00,-4.526919127e-02,1.000000000e+00,-2.196321726e+00,-4.382418633e+00,2.757478654e-01,3.549057007e+00,-2.928141832e+00,-2.212525606e+00,3.479420662e+00,2.748942375e-01,2.000000000e+00,0.000000000e+00,2.000000000e+00,3.000000000e+00,0.000000000e+00,3.000000000e+00,2.000000000e+00,1.000000000e+00,-4.737514973e+00,-2.443624258e+00,-4.915767312e-01,-4.736039639e+00,1.000000000e+00,4.342942646e-07,9.713461995e-01
33,5,1,9.202173948e-01,9.179213047e-01,-1.291603565e+00,1.514931202e+00,1.169913784e-01,-3.427214861e+00,-3.497853041e+00,-2.558664560e+00,-2.730784893e+00,-2.556369305e+00,-3.129173040e+00,-3.429504871e+00,-1.029194817e-01,5.000000000e+00,1.000000000e+01,1.500000000e+01,0.000000000e+00,7.537723184e-01,2.933437586e+00,3.388400376e-01,1.000000000e+00,-2.209463120e+00,-4.407822132e+00,1.099035025e+00,2.933391094e+00,-2.549750805e+00,-2.211758852e+00,2.008830309e+00,1.029194817e-01,4.000000000e+00,0.000000000e+00,4.000000000e+00,3.000000000e+00,0.000000000e+00,3.000000000e+00,1.000000000e+00,1.000000000e+00,-4.834220409e+00,-1.725333929e+00,9.521567225e-01,-4.826670647e+00,1.000000000e+00,4.342942646e-07,1.419767388e-03
33,6,0,7.715172768e-01,7.638504505e-01,-1.165328026e+00,8.308376670e-01,-3.996102512e-01,-3.367108107e+00,-3.496027708e+00,-2.647477388e+00,-2.992221832e+00,-2.639813900e+00,-2.700490236e+00,-3.374756813e+00,1.884551644e-01,4.000000000e+00,7.000000000e+00,1.100000000e+01,0.000000000e+00,1.381129861e+00,3.330568314e+00,-2.105543911e-01,1.000000000e+00,-1.929147720e+00,-3.855252504e+00,-4.453151524e-01,3.330568314e+00,-4.194958210e+00,-1.936814189e+00,4.127341270e+00,1.884551644e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.342942646e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.342942646e-07,1.664101183e-01
34,0,0,1.109136701e+00,3.449643552e-01,-1.558248520e+00,1.584641457e+00,6.612775475e-02,-2.727186441e+00,-2.723095894e+00,-2.211117029e+00,-2.209739685e+00,-1.447002888e+00,-3.016690969e+00,-3.490245819e+00,-2.445229530e+00,9.000000000e+00,1.000000000e+01,1.900000000e+01,0.000000000e+00,4.977526963e-01,1.695891619e+00,3.058879375e-01,1.000000000e+00,-1.903193474e+00,-3.808431149e+00,-1.164582849e+00,1.695891142e+00,-3.717093229e+00,-2.667198896e+00,3.622247934e+00,2.445229530e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.342942646e-07,1.000000000e+00,-6.989678144e-01,1.000000000e+00,4.342942646e-07,9.962198138e-01
34,1,0,9.846593738e-01,3.016793728e-01,-1.590929031e+00,1.517609119e+00,-2.645858191e-02,-3.016112328e+00,-3.085674286e+00,-2.330059767e+00,-2.535803080e+00,-1.647153020e+00,-2.878056288e+00,-3.697374582e+00,-2.254824877e+00,8.000000000e+00,1.200000000e+01,2.000000000e+01,0.000000000e+00,1.928075671e+00,2.611214399e+00,2.165792584e-01,1.000000000e+00,-1.892591119e+00,-3.783702612e+00,2.596035600e-01,2.611210108e+00,-2.577863693e+00,-2.575441837e+00,3.240304708e+00,2.254824877e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.342942646e-07,1.000000000e+00,-6.989678144e-01,1.000000000e+00,4.342942646e-07,9.975125790e-01
34,2,0,9.968223572e-01,3.061675429e-01,-1.589592218e+00,1.773879170e+00,2.056777328e-01,-2.728538275e+00,-2.725429296e+00,-2.212279081e+00,-2.213697910e+00,-1.521680474e+00,-2.896788597e+00,-3.418286562e+00,-2.272882938e+00,7.000000000e+00,1.100000000e+01,2.100000000e+01,1.000000000e+00,4.330137372e-02,1.543601274e+00,4.516600370e-01,9.545454383e-01,-1.895742178e+00,-3.793378115e+00,8.836159855e-02,1.543334365e+00,-2.431457520e+00,-2.586263657e+00,2.146989107e+00,2.272882938e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,1.000000000e+00,-5.000000000e+00,6.000000000e+00,1.000000000e+00,1.000000000e+00,-4.152688026e+00,-1.476116061e+00,8.688094616e-01,-4.138615131e+00,2.000000000e+00,-6.493442655e-01,9.974071383e-01
34,3,0,8.582991362e-01,2.100689858e-01,-1.652509212e+00,1.195349574e+00,-3.509892151e-02,-2.546789169e+00,-2.516093493e+00,-1.055712223e+00,-1.283734679e+00,-4.074856341e-01,-2.727900743e+00,-3.194492579e+00,-2.172874212e+00,0.000000000e+00,6.000000000e+00,1.100000000e+01,0.000000000e+00,4.543551505e-01,1.510002017e+00,1.539571434e-01,1.000000000e+00,-1.862565875e+00,-3.730092287e+00,1.509985447e+00,-5.487414002e-01,1.617400534e-02,-2.510687113e+00,-1.182465672e+00,2.172874212e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.342942646e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.342942646e-07,9.988372922e-01
34,4,1,1.005847216e+00,8.283888102e-01,-1.234218836e+00,1.013518810e+00,-3.086996973e-01,-3.370692730e+00,-3.380990505e+00,-2.630686998e+00,-2.700330973e+00,-2.453290939e+00,-3.068139791e+00,-3.547636747e+00,9.666419625e-01,3.000000000e+00,8.000000000e+00,1.300000000e+01,0.000000000e+00,1.462670684e+00,3.184799194e+00,-1.004240662e-01,1.000000000e+00,-2.062565088e+00,-4.119657516e+00,1.447898507e+00,3.184726238e+00,-2.080986977e+00,-2.239998102e+00,1.983954906e+00,9.666419625e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.342942646e-07,1.000000000e+00,-6.989678144e-01,1.000000000e+00,4.342942646e-07,3.013159148e-02
34,5,0,4.724716842e-01,1.728437841e-01,-1.845432758e+00,1.625173807e+00,5.697232485e-02,-2.801894665e+00,-2.796697855e+00,-2.338621378e+00,-2.347919703e+00,-2.039040565e+00,-2.495104790e+00,-3.101249456e+00,1.313228369e+00,3.000000000e+00,9.000000000e+00,2.100000000e+01,0.000000000e+00,9.526789784e-01,2.515439272e+00,3.029546142e-01,1.000000000e+00,-2.018261671e+00,-4.036328316e+00,4.413391054e-01,2.515424013e+00,-2.079468966e+00,-2.317844629e+00,2.382978201e+00,1.313228369e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.342942646e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.342942646e-07,9.991090894e-01
34,6,1,8.876348734e-01,6.401524544e-01,-1.376636863e+00,1.697341084e+00,1.788274050e-01,-3.223310709e+00,-3.204830170e+00,-2.724987984e+00,-2.742037058e+00,-2.477605820e+00,-2.904596806e+00,-3.470235825e+00,1.171249986e+00,3.000000000e+00,9.000000000e+00,1.900000000e+01,0.000000000e+00,1.459406853e+00,3.207569599e+00,4.185876250e-01,1.000000000e+00,-2.016754389e+00,-4.029437542e+00,1.672324777e+00,3.207385063e+00,-1.710082293e+00,-2.264202118e+00,1.799595952e+00,1.171249986e+00,4.000000000e+00,3.000000000e+00,1.000000000e+00,3.000000000e+00,2.000000000e+00,3.000000000e+00,1.000000000e+00,1.000000000e+00,-4.545852184e+00,-1.900777936e+00,2.211277038e-01,-4.540618420e+00,1.000000000e+00,4.342942646e-07,7.801637053e-01
34,7,0,8.624365926e-01,5.040689111e-01,-1.558365226e+00,1.324077010e+00,-1.672841758e-01,-3.068052053e+00,-3.027158260e+00,-2.509714842e+00,-2.413177967e+00,-2.151426077e+00,-2.926504374e+00,-3.425768852e+00,1.466445684e+00,4.000000000e+00,1.100000000e+01,1.800000000e+01,0.000000000e+00,-7.088267803e-01,1.797075272e+00,6.880476326e-02,1.000000000e+00,-2.062399626e+00,-4.121106625e+00,-6.010542512e-01,1.797071815e+00,-3.516984463e+00,-2.420703173e+00,2.659482002e+00,1.466445684e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.342942646e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.342942646e-07,9.738119245e-01
