event_idx,track_idx,label,muon_general_tracks_p,muon_general_tracks_pt,muon_general_tracks_ptErr,muon_general_tracks_chi2,muon_general_tracks_normalizedChi2,muon_general_tracks_etaErr,muon_general_tracks_phiErr,muon_general_tracks_dszErr,muon_general_tracks_dxyErr,muon_general_tracks_dzErr,muon_general_tracks_qoverpErr,muon_general_tracks_lambdaErr,muon_general_tracks_eta,muon_general_tracks_nPixelHits,muon_general_tracks_nTrkLays,muon_general_tracks_nFoundHits,muon_general_tracks_nLostHits,muon_general_tracks_impact3D,muon_general_tracks_impactSignificance,muon_general_tracks_chi2PerHit,muon_general_tracks_hitEfficiency,muon_general_tracks_sigmaPtOverPt,muon_general_tracks_relUncertaintyProduct,muon_general_tracks_sip2D,muon_general_tracks_sipZ,muon_general_tracks_dxyOverPt,muon_general_tracks_ptErrOverP,muon_general_tracks_dzOverDxy,muon_general_tracks_absEta,L1TkMu_nStubs,L1TkMu_nStubs_Endcap,L1TkMu_nStubs_Barrel,L1TkMu_stubQual_max,L1TkMu_stubMax_etaRegion,L1TkMu_stubMax_phiRegion,L1TkMu_stubMax_depthRegion,L1TkMu_hasMatch,L1TkMu_dR2min,L1TkMu_dPtNorm,L1TkMu_chi2Pt,L1TkMu_matchingScore,L1TkMu_nCompatible,L1TkMu_secondBest_dR2,is_low_pt
46,8,0,5.092185736e-01,2.431394607e-01,-1.805122972e+00,1.627948403e+00,1.094347313e-01,-3.042648315e+00,-2.996874809e+00,-2.272257090e+00,-2.254131079e+00,-2.006215096e+00,-2.558858395e+00,-3.308322668e+00,1.222675443e+00,3.000000000e+00,9.000000000e+00,1.900000000e+01,0.000000000e+00,2.067809343e+00,3.040163994e+00,3.491949737e-01,1.000000000e+00,-2.048241615e+00,-4.092678070e+00,1.448244601e-01,3.040163755e+00,-2.352426291e+00,-2.314279795e+00,3.143233538e+00,1.222675443e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.342942646e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.342942646e-07,9.984976053e-01
46,9,0,6.268421412e-01,3.541063070e-01,-1.700087428e+00,1.177636862e+00,-2.847603858e-01,-2.969168186e+00,-2.964673758e+00,-2.503497124e+00,-2.524671793e+00,-2.230825901e+00,-2.683268547e+00,-3.241550684e+00,1.240855932e+00,3.000000000e+00,9.000000000e+00,1.700000000e+01,0.000000000e+00,6.306045055e-01,2.546202183e+00,-5.281165987e-02,1.000000000e+00,-2.054166317e+00,-4.105281830e+00,-3.263086379e-01,2.546201944e+00,-3.204536915e+00,-2.326859236e+00,3.166120768e+00,1.240855932e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,2.000000000e+00,-4.000000000e+00,1.500000000e+01,2.000000000e+00,1.000000000e+00,-4.530200005e+00,-2.352613449e+00,-6.008374691e-01,-4.528341293e+00,1.000000000e+00,1.008200645e+00,9.958480597e-01
46,10,0,9.228183627e-01,3.942803144e-01,-1.623097539e+00,1.400832295e+00,-1.176812723e-01,-2.888801098e+00,-2.899593592e+00,-2.443588972e+00,-2.449997663e+00,-1.915135741e+00,-2.943540335e+00,-3.416540623e+00,1.887471914e+00,5.000000000e+00,1.200000000e+01,1.900000000e+01,0.000000000e+00,-4.011374414e-01,1.714639664e+00,1.220788062e-01,1.000000000e+00,-2.017350912e+00,-4.033779621e+00,-1.476093829e-01,1.714598656e+00,-2.991584063e+00,-2.545781374e+00,2.396985292e+00,1.887471914e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.342942646e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.342942646e-07,9.935804605e-01
46,11,0,7.654014230e-01,2.026596218e-01,-1.825955153e+00,1.585259795e+00,4.119196162e-02,-2.694770813e+00,-2.694045782e+00,-2.253325462e+00,-2.250063658e+00,-1.690639853e+00,-2.803334475e+00,-3.256942749e+00,1.969632983e+00,7.000000000e+00,1.100000000e+01,2.000000000e+01,0.000000000e+00,1.221864104e+00,2.301593781e+00,2.842298746e-01,1.000000000e+00,-2.028597355e+00,-4.061817169e+00,-4.400516450e-01,2.301593065e+00,-2.892513990e+00,-2.591216087e+00,3.300913095e+00,1.969632983e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.342942646e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.342942646e-07,9.988993406e-01
46,12,0,9.989304543e-01,3.242971301e-01,-1.588439584e+00,1.716917038e+00,1.487156004e-01,-2.744477987e+00,-2.745564461e+00,-2.292485476e+00,-2.295918465e+00,-1.617919087e+00,-2.915922403e+00,-3.418213606e+00,2.235169888e+00,8.000000000e+00,1.200000000e+01,2.100000000e+01,0.000000000e+00,6.544533372e-01,1.945237160e+00,3.946979046e-01,1.000000000e+00,-1.912717819e+00,-3.827176332e+00,2.198371738e-01,1.945160270e+00,-2.400355101e+00,-2.587219000e+00,2.403338909e+00,2.235169888e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,1.000000000e+00,5.000000000e+00,2.800000000e+01,1.000000000e+00,1.000000000e+00,-1.373114586e+00,-1.669227123e+00,5.058164597e-01,-1.363911867e+00,3.000000000e+00,4.342942646e-07,9.969203472e-01
46,13,0,1.121300459e+00,4.264484942e-01,-1.255972743e+00,1.174026966e+00,-1.047261730e-01,-2.648233891e+00,-2.556169033e+00,-1.148264289e+00,-1.312358022e+00,-4.534170330e-01,-2.805668354e+00,-3.342323065e+00,2.282752514e+00,0.000000000e+00,6.000000000e+00,1.200000000e+01,0.000000000e+00,1.182783484e+00,1.372571349e+00,9.484596550e-02,1.000000000e+00,-1.682407856e+00,-3.366064310e+00,1.322525978e+00,1.029333472e+00,-4.162881374e-01,-2.377177477e+00,5.657559037e-01,2.282752514e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.342942646e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.342942646e-07,9.906294942e-01
46,14,0,1.043697953e+00,3.396400511e-01,-1.570946693e+00,1.699668050e+00,1.811543852e-01,-2.988078594e+00,-3.008365154e+00,-2.227607727e+00,-2.281759262e+00,-1.523608327e+00,-2.954972982e+00,-3.690424919e+00,2.304386139e+00,7.000000000e+00,1.100000000e+01,1.900000000e+01,0.000000000e+00,8.670567870e-01,1.957303405e+00,4.209146202e-01,1.000000000e+00,-1.910567284e+00,-3.819394588e+00,3.869724572e-01,1.957146287e+00,-2.234435320e+00,-2.614481926e+00,2.328359604e+00,2.304386139e+00,2.000000000e+00,2.000000000e+00,0.000000000e+00,1.000000000e+00,5.000000000e+00,2.800000000e+01,1.000000000e+00,1.000000000e+00,-4.268767357e+00,-1.830180407e+00,1.737229526e-01,-4.262511253e+00,2.000000000e+00,-2.479823112e+00,9.964175224e-01
46,15,1,1.016018510e+00,3.365528584e-01,-1.557926893e+00,1.442711711e+00,-1.254895777e-01,-2.765831470e+00,-2.757285118e+00,-2.324193478e+00,-2.310182095e+00,-1.644799948e+00,-2.913949013e+00,-3.444340944e+00,2.246551514e+00,8.000000000e+00,1.200000000e+01,2.100000000e+01,0.000000000e+00,1.225014210e+00,2.257450104e+00,1.204925999e-01,1.000000000e+00,-1.894461036e+00,-3.790095329e+00,6.459147334e-01,2.257320166e+00,-2.000865221e+00,-2.573798180e+00,2.276837111e+00,2.246551514e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,1.000000000e+00,5.000000000e+00,2.800000000e+01,1.000000000e+00,1.000000000e+00,-5.100912571e+00,-2.180908442e+00,-5.786638260e-01,-5.098418236e+00,2.000000000e+00,-2.574493885e+00,9.965263009e-01
46,16,0,1.113935947e+00,3.265157044e-01,-7.355446219e-01,1.330897570e+00,3.766551614e-01,-2.644193649e+00,-2.535988808e+00,-2.201166630e+00,-2.148946762e+00,-1.413804054e+00,-2.176064253e+00,-3.430633307e+00,2.499527931e+00,7.000000000e+00,5.000000000e+00,7.000000000e+00,0.000000000e+00,2.927411497e-01,1.560284853e+00,4.857996404e-01,1.000000000e+00,-1.062057495e+00,-2.124198198e+00,-1.025510877e-01,1.560182214e+00,-2.577910423e+00,-1.849452138e+00,2.397849083e+00,2.499527931e+00,2.000000000e+00,2.000000000e+00,0.000000000e+00,1.000000000e+00,5.000000000e+00,2.800000000e+01,1.000000000e+00,1.000000000e+00,-1.218527555e+00,-1.355435729e+00,-5.475790501e-01,-1.199780822e+00,2.000000000e+00,-1.091283917e+00,9.968532920e-01
47,0,0,8.834001422e-01,4.430956244e-01,-1.674525976e+00,1.454213500e+00,-3.714782372e-02,-3.000298977e+00,-2.997504234e+00,-2.543152332e+00,-2.540355921e+00,-2.102944613e+00,-3.003831148e+00,-3.439840794e+00,-1.672320962e+00,4.000000000e+00,1.100000000e+01,1.800000000e+01,1.000000000e+00,1.479331970e+00,2.842665434e+00,1.989411712e-01,9.473684430e-01,-2.117585182e+00,-4.231054783e+00,-1.222252965e+00,2.842665434e+00,-4.198941231e+00,-2.557789803e+00,4.499924660e+00,1.672320962e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.342942646e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.342942646e-07,9.884806871e-01
47,1,0,9.852555394e-01,5.338839293e-01,-1.513671160e+00,1.803126216e+00,1.903426200e-01,-3.079025507e+00,-3.079513073e+00,-2.615690947e+00,-2.629366636e+00,-2.164435148e+00,-3.034016132e+00,-3.529446125e+00,-1.699615598e+00,6.000000000e+00,1.200000000e+01,2.300000000e+01,0.000000000e+00,-1.320560455e+00,1.504319668e+00,4.413985610e-01,1.000000000e+00,-2.047520638e+00,-4.091405869e+00,-1.246934459e-01,1.504199743e+00,-3.287287235e+00,-2.498803854e+00,2.093700409e+00,1.699615598e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,1.000000000e+00,-5.000000000e+00,3.500000000e+01,1.000000000e+00,1.000000000e+00,-5.682362080e+00,-1.885978580e+00,3.118942678e-01,-5.679442406e+00,1.000000000e+00,4.342942646e-07,9.593883753e-01
47,2,1,1.048883796e+00,5.481310487e-01,-1.562504292e+00,1.475925088e+00,-4.258853942e-02,-3.065942764e+00,-3.063515902e+00,-2.599306345e+00,-2.607321024e+00,-2.098671913e+00,-3.161319256e+00,-3.565600872e+00,1.820273519e+00,7.000000000e+00,1.100000000e+01,1.900000000e+01,0.000000000e+00,1.467648029e+00,2.832611561e+00,1.971715689e-01,1.000000000e+00,-2.110595226e+00,-4.216507435e+00,1.080374122e+00,2.832543612e+00,-2.075202465e+00,-2.611226320e+00,2.260926008e+00,1.820273519e+00,4.000000000e+00,4.000000000e+00,0.000000000e+00,3.000000000e+00,5.000000000e+00,1.700000000e+01,4.000000000e+00,1.000000000e+00,-5.133831501e+00,-3.330494165e+00,-2.441832066e+00,-5.133656502e+00,1.000000000e+00,4.342942646e-07,9.495117664e-01
47,3,0,9.133424163e-01,3.887831271e-01,-1.627398968e+00,1.678787112e+00,1.105856076e-01,-3.053233147e+00,-3.067835331e+00,-2.215748310e+00,-2.286378384e+00,-1.691238642e+00,-2.930770159e+00,-3.576642275e+00,1.877876163e+00,6.000000000e+00,1.100000000e+01,2.100000000e+01,0.000000000e+00,1.286559224e+00,2.335327148e+00,3.565679193e-01,1.000000000e+00,-2.016155243e+00,-4.029326916e+00,1.129129410e+00,2.334485292e+00,-1.546100616e+00,-2.540608883e+00,1.800551772e+00,1.877876163e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.342942646e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.342942646e-07,9.939661622e-01
47,4,0,1.017768741e+00,4.645328820e-01,-1.464043140e+00,1.733988523e+00,1.657869816e-01,-2.965038300e+00,-2.953989983e+00,-2.518132448e+00,-2.497760773e+00,-1.964999557e+00,-2.947666168e+00,-3.517243624e+00,1.946855307e+00,7.000000000e+00,1.200000000e+01,2.100000000e+01,0.000000000e+00,1.474811196e+00,2.702446222e+00,4.117693305e-01,1.000000000e+00,-1.928551555e+00,-3.855744362e+00,1.096002087e-01,2.702444792e+00,-2.852520943e+00,-2.481692791e+00,3.125597000e+00,1.946855307e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.342942646e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.342942646e-07,9.848041534e-01
47,5,0,9.856140614e-01,3.723788559e-01,-1.525614381e+00,1.729047775e+00,2.105340660e-01,-3.037996292e+00,-3.026732445e+00,-2.207423687e+00,-2.263423204e+00,-1.594241261e+00,-2.884184837e+00,-3.649762630e+00,2.089990854e+00,6.000000000e+00,1.000000000e+01,1.900000000e+01,0.000000000e+00,-2.237379551e+00,5.176802874e-01,4.502943158e-01,1.000000000e+00,-1.897973180e+00,-3.794198751e+00,1.511597782e-01,4.732832909e-01,-2.484589338e+00,-2.511101961e+00,9.913119078e-01,2.089990854e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.342942646e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.342942646e-07,9.949624538e-01
47,6,0,1.084021330e+00,4.312201738e-01,-1.504690051e+00,1.753526211e+00,2.094584703e-01,-2.871757984e+00,-2.866118670e+00,-2.419707775e+00,-2.418456316e+00,-1.766995192e+00,-3.022258043e+00,-3.523430586e+00,2.183672667e+00,8.000000000e+00,1.200000000e+01,2.000000000e+01,0.000000000e+00,-1.343949080e+00,1.095045686e+00,4.524964094e-01,1.000000000e+00,-1.935886502e+00,-3.871376276e+00,-1.245893955e+00,1.095041156e+00,-4.090312004e+00,-2.588556767e+00,2.990491390e+00,2.183672667e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,1.000000000e+00,5.000000000e+00,1.400000000e+01,1.000000000e+00,1.000000000e+00,-4.494742393e+00,-1.732646585e+00,4.227332175e-01,-4.487024784e+00,1.000000000e+00,4.342942646e-07,9.900658131e-01
47,7,0,1.265310168e+00,4.693618119e-01,-1.392551899e+00,1.449018836e+00,1.702653617e-01,-2.838619709e+00,-2.832140207e+00,-2.393406391e+00,-2.389334440e+00,-1.597548246e+00,-3.129038811e+00,-3.632997990e+00,2.519425869e+00,9.000000000e+00,9.000000000e+00,1.200000000e+01,0.000000000e+00,1.330154300e+00,2.262645960e+00,3.698376417e-01,1.000000000e+00,-1.861892581e+00,-3.723931551e+00,-1.335717440e-01,2.262642622e+00,-2.991948366e+00,-2.657675028e+00,3.187945366e+00,2.519425869e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.342942646e-07,1.000000000e+00,-6.989678144e-01,1.000000000e+00,4.342942646e-07,9.837974906e-01
48,0,0,1.065076590e+00,3.623424470e-01,-1.576171517e+00,1.545723915e+00,1.656128792e-03,-2.776416540e+00,-2.774646044e+00,-2.259998083e+00,-2.259524822e+00,-1.557327032e+00,-3.007680178e+00,-3.478102684e+00,-2.301276445e+00,6.000000000e+00,1.000000000e+01,2.000000000e+01,0.000000000e+00,4.254743755e-01,1.770090222e+00,2.446940243e-01,1.000000000e+00,-1.938492537e+00,-3.878282070e+00,-3.778194785e-01,1.770079255e+00,-2.999332905e+00,-2.641074181e+00,2.849972486e+00,2.301276445e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.342942646e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.342942646e-07,9.954745173e-01
48,1,0,9.967970848e-01,3.061439991e-01,-1.589620471e+00,1.773352623e+00,2.051511407e-01,-2.728483677e+00,-2.725199461e+00,-2.212098598e+00,-2.213061571e+00,-1.521501541e+00,-2.896767616e+00,-3.418230534e+00,-2.272878885e+00,7.000000000e+00,1.100000000e+01,2.100000000e+01,1.000000000e+00,4.322803393e-02,1.543396235e+00,4.511334896e-01,9.545454383e-01,-1.895746827e+00,-3.793386936e+00,9.688466042e-02,1.543118238e+00,-2.422276974e+00,-2.586266756e+00,2.137793779e+00,2.272878885e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,1.000000000e+00,-5.000000000e+00,6.000000000e+00,1.000000000e+00,1.000000000e+00,-4.151524544e+00,-1.475435734e+00,8.702268600e-01,-4.137429714e+00,1.000000000e+00,4.342942646e-07,9.974077344e-01
48,2,0,8.411948085e-01,1.939370185e-01,-1.223213553e+00,1.029785752e+00,7.554350048e-02,-2.625874758e+00,-2.574260950e+00,-2.135869741e+00,-2.146690369e+00,-1.488657594e+00,-2.259032249e+00,-3.272502184e+00,-2.170576334e+00,7.000000000e+00,5.000000000e+00,7.000000000e+00,0.000000000e+00,1.094149113e+00,2.035753012e+00,1.846879125e-01,1.000000000e+00,-1.417146325e+00,-2.834776878e+00,-1.855918765e-01,2.035745144e+00,-2.526134491e+00,-2.064365387e+00,2.879324436e+00,2.170576334e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.342942646e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.342942646e-07,9.989669323e-01
48,3,0,9.986668229e-01,3.866573274e-01,-1.574994922e+00,1.676396251e+00,2.139984220e-01,-3.032400370e+00,-3.015088320e+00,-2.175466299e+00,-2.178301811e+00,-1.563505769e+00,-2.961949587e+00,-3.642964840e+00,-2.087080479e+00,5.000000000e+00,9.000000000e+00,1.700000000e+01,1.000000000e+00,8.498584032e-01,1.988452196e+00,4.459474087e-01,9.444444180e-01,-1.961628795e+00,-3.921707392e+00,-5.984068513e-01,1.988450766e+00,-3.162800789e+00,-2.573515177e+00,3.201445103e+00,2.087080479e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,1.000000000e+00,-5.000000000e+00,1.800000000e+01,2.000000000e+00,1.000000000e+00,-4.940333843e+00,-1.875738621e+00,1.834343970e-01,-4.935088158e+00,1.000000000e+00,4.342942646e-07,9.941078424e-01
48,4,0,6.103436947e-01,2.879900038e-01,-1.718592525e+00,1.661903501e+00,1.433897763e-01,-2.886837482e+00,-2.843338490e+00,-2.312712669e+00,-2.222311497e+00,-1.990405560e+00,-2.619715214e+00,-3.208822966e+00,1.373211384e+00,6.000000000e+00,1.000000000e+01,1.900000000e+01,0.000000000e+00,1.400703073e+00,2.690800190e+00,3.831500113e-01,1.000000000e+00,-2.006561041e+00,-4.011673450e+00,2.843951061e-02,2.690798998e+00,-2.481802702e+00,-2.328866243e+00,2.894228220e+00,1.373211384e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.342942646e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.342942646e-07,9.978026748e-01
48,5,0,5.883533955e-01,1.807306409e-01,-1.836492777e+00,1.467691779e+00,5.294104572e-03,-2.707109213e+00,-2.750718594e+00,-2.142952681e+00,-2.308976173e+00,-1.735366464e+00,-2.613184214e+00,-3.114387989e+00,1.591075182e+00,5.000000000e+00,1.000000000e+01,1.700000000e+01,1.000000000e+00,-1.458605170e+00,1.009891033e+00,2.372430116e-01,9.444444180e-01,-2.017207861e+00,-4.037501812e+00,1.461058408e-01,1.005786419e+00,-2.343593597e+00,-2.424760342e+00,1.433292150e+00,1.591075182e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.342942646e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.342942646e-07,9.990591407e-01
48,6,0,9.699984193e-01,3.988771439e-01,-1.549023747e+00,1.556304693e+00,6.494324654e-02,-2.886852503e+00,-2.879527569e+00,-2.442049265e+00,-2.429609537e+00,-1.871015787e+00,-2.920231581e+00,-3.457062483e+00,1.989677668e+00,5.000000000e+00,1.100000000e+01,1.800000000e+01,0.000000000e+00,1.833316088e+00,2.787707090e+00,3.010322750e-01,1.000000000e+00,-1.947877645e+00,-3.895086527e+00,1.501102895e-01,2.787705898e+00,-2.678286076e+00,-2.518893957e+00,3.196191549e+00,1.989677668e+00,2.000000000e+00,2.000000000e+00,0.000000000e+00,1.000000000e+00,5.000000000e+00,3.000000000e+01,1.000000000e+00,1.000000000e+00,-4.922930717e+00,-1.990823030e+00,-7.698240876e-02,-4.918885708e+00,1.000000000e+00,1.220557094e+00,9.932349324e-01
48,7,0,1.254902601e+00,6.671519876e-01,-1.279955029e+00,1.404410601e+00,-5.798703432e-02,-3.138847113e+00,-3.120420694e+00,-2.591091633e+00,-2.545317173e+00,-2.003466845e+00,-3.202237368e+00,-3.724884987e+00,2.029369354e+00,6.000000000e+00,1.100000000e+01,1.700000000e+01,1.000000000e+00,5.529078841e-01,2.279968739e+00,1.739618033e-01,9.444444180e-01,-1.947076917e+00,-3.891744614e+00,-5.875665694e-02,2.279964209e+00,-3.270568132e+00,-2.534716845e+00,2.880505562e+00,2.029369354e+00,2.000000000e+00,2.000000000e+00,0.000000000e+00,3.000000000e+00,5.000000000e+00,1.500000000e+01,3.000000000e+00,1.000000000e+00,-5.223863602e+00,-2.061058283e+00,-2.204066515e-01,-5.220734119e+00,1.000000000e+00,4.342942646e-07,6.696150899e-01
48,8,1,1.093304157e+00,5.042870045e-01,-1.494930506e+00,1.537052631e+00,1.853896677e-02,-2.978461742e+00,-2.976157188e+00,-2.527158976e+00,-2.533244610e+00,-1.938250422e+00,-3.094232798e+00,-3.566289425e+00,2.032388449e+00,7.000000000e+00,1.100000000e+01,1.900000000e+01,0.000000000e+00,1.116249323e+00,2.498925447e+00,2.582991421e-01,1.000000000e+00,-1.999187589e+00,-3.996371031e+00,1.543864846e+00,2.496238232e+00,-1.493801594e+00,-2.588079929e+00,1.547474265e+00,2.032388449e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.342942646e-07,1.000000000e+00,-6.989678144e-01,1.000000000e+00,4.342942646e-07,9.737300277e-01
48,9,0,9.440301061e-01,3.092232049e-01,-1.611036897e+00,1.872522712e+00,3.284547925e-01,-2.738720894e+00,-2.747001648e+00,-2.229291916e+00,-2.294914007e+00,-1.594541192e+00,-2.868721485e+00,-3.372740269e+00,2.141127348e+00,7.000000000e+00,1.100000000e+01,2.000000000e+01,0.000000000e+00,9.624332786e-01,2.075775862e+00,5.714927912e-01,1.000000000e+00,-1.920241356e+00,-3.842259407e+00,-6.209679842e-01,2.075774908e+00,-3.224463463e+00,-2.554928780e+00,3.396828175e+00,2.141127348e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.342942646e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.342942646e-07,9.973322153e-01
48,10,0,1.135417938e+00,5.121130943e-01,-1.383811593e+00,1.356576204e+00,-1.619372219e-01,-2.965976477e+00,-2.951227188e+00,-2.510085821e+00,-2.466582775e+00,-1.886887908e+00,-3.032488346e+00,-3.587997913e+00,2.113879919e+00,7.000000000e+00,1.100000000e+01,1.900000000e+01,0.000000000e+00,-9.997614622e-01,1.387213945e+00,7.782284170e-02,1.000000000e+00,-1.895900726e+00,-3.790782928e+00,-1.437579393e-01,1.387025476e+00,-3.122005939e+00,-2.519096375e+00,2.110395432e+00,2.113879919e+00,4.000000000e+00,4.000000000e+00,0.000000000e+00,3.000000000e+00,5.000000000e+00,1.000000000e+00,3.000000000e+00,1.000000000e+00,-2.220889091e+00,-1.736360908e+00,3.351866007e-01,-2.212993622e+00,1.000000000e+00,4.342942646e-07,9.705898166e-01
49,0,0,1.211673021e+00,5.105112791e-01,-1.392602921e+00,1.429895282e+00,-1.141723767e-01,-2.922806263e+00,-2.905410767e+00,-2.472039461e+00,-2.421537876e+00,-1.770980835e+00,-3.116250992e+00,-3.622506857e+00,-2.297581911e+00,8.000000000e+00,1.200000000e+01,2.000000000e+01,0.000000000e+00,-2.767729759e-01,1.632647038e+00,1.288654208e-01,1.000000000e+00,-1.903090000e+00,-3.805486917e+00,-3.058657348e-01,1.632618189e+00,-3.237279654e+00,-2.604111910e+00,2.588898897e+00,2.297581911e+00,3.000000000e+00,3.000000000e+00,0.000000000e+00,2.000000000e+00,5.000000000e+00,2.700000000e+01,3.000000000e+00,1.000000000e+00,-1.134949327e+00,-1.435095787e+00,9.047120810e-01,-1.119288445e+00,1.000000000e+00,4.342942646e-07,9.712655544e-01
49,1,1,1.111750960e+00,4.981249869e-01,-1.423754454e+00,1.612309575e+00,9.379587322e-02,-2.962367296e+00,-2.951757193e+00,-2.430617332e+00,-2.420489311e+00,-1.817079902e+00,-3.034904480e+00,-3.574757099e+00,-2.090918303e+00,7.000000000e+00,1.100000000e+01,1.900000000e+01,0.000000000e+00,-1.493072271e+00,1.070656061e+00,3.335560560e-01,1.000000000e+00,-1.921854377e+00,-3.842482805e+00,-6.054773331e-01,1.070559621e+00,-3.522758007e+00,-2.535367727e+00,2.279073000e+00,2.090918303e+00,3.000000000e+00,3.000000000e+00,0.000000000e+00,2.000000000e+00,5.000000000e+00,2.700000000e+01,3.000000000e+00,1.000000000e+00,-5.075555801e+00,-2.120901585e+00,-4.046850204e-01,-5.072669029e+00,1.000000000e+00,4.342942646e-07,9.759363532e-01
49,2,0,9.499637485e-01,3.331473470e-01,-1.230215907e+00,7.601667643e-01,-3.537757397e-01,-2.547461271e+00,-2.262846708e+00,-9.360997677e-01,-9.840617776e-01,-3.192860782e-01,-2.510029078e+00,-3.163797379e+00,-2.098490715e+00,0.000000000e+00,5.000000000e+00,9.000000000e+00,0.000000000e+00,1.227869272e+00,1.392908096e+00,-1.940751821e-01,1.000000000e+00,-1.563354492e+00,-3.122999430e+00,1.375463367e+00,8.366979361e-01,5.825055763e-02,-2.180121422e+00,1.260136366e-01,2.098490715e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.342942646e-07,1.000000000e+00,-6.989678144e-01,1.000000000e+00,3.337984979e-01,9.966417551e-01
