event_idx,track_idx,muon_general_tracks_p,muon_general_tracks_pt,muon_general_tracks_ptErr,muon_general_tracks_chi2,muon_general_tracks_normalizedChi2,muon_general_tracks_etaErr,muon_general_tracks_phiErr,muon_general_tracks_dszErr,muon_general_tracks_dxyErr,muon_general_tracks_dzErr,muon_general_tracks_qoverpErr,muon_general_tracks_lambdaErr,muon_general_tracks_eta,muon_general_tracks_nPixelHits,muon_general_tracks_nTrkLays,muon_general_tracks_nFoundHits,muon_general_tracks_nLostHits,muon_general_tracks_impact3D,muon_general_tracks_impactSignificance,muon_general_tracks_chi2PerHit,muon_general_tracks_hitEfficiency,muon_general_tracks_sigmaPtOverPt,muon_general_tracks_relUncertaintyProduct,muon_general_tracks_sip2D,muon_general_tracks_sipZ,muon_general_tracks_dxyOverPt,muon_general_tracks_ptErrOverP,muon_general_tracks_dzOverDxy,muon_general_tracks_absEta,L1TkMu_nStubs,L1TkMu_nStubs_Endcap,L1TkMu_nStubs_Barrel,L1TkMu_stubQual_max,L1TkMu_stubMax_etaRegion,L1TkMu_stubMax_phiRegion,L1TkMu_stubMax_depthRegion,L1TkMu_hasMatch,L1TkMu_dR2min,L1TkMu_dPtNorm,L1TkMu_chi2Pt,L1TkMu_matchingScore,L1TkMu_nCompatible,L1TkMu_secondBest_dR2,is_low_pt
55,1,9.974738359e-01,3.364261389e-01,-1.611286163e+00,1.744711399e+00,2.261977345e-01,-2.754944324e+00,-2.774225712e+00,-2.268958330e+00,-2.336716175e+00,-1.607973576e+00,-2.949912310e+00,-3.415108204e+00,-2.203139305e+00,8.000000000e+00,1.200000000e+01,1.900000000e+01,0.000000000e+00,1.032715917e+00,2.124362230e+00,4.659579694e-01,1.000000000e+00,-1.947691441e+00,-3.897115231e+00,2.398080565e-02,2.124348640e+00,-2.649062395e+00,-2.608601332e+00,2.829098225e+00,2.203139305e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,1.000000000e+00,-5.000000000e+00,3.600000000e+01,1.000000000e+00,1.000000000e+00,-4.832988739e+00,-2.092689037e+00,-2.829809189e-01,-4.829731464e+00,1.000000000e+00,4.141753038e-07,9.965307117e-01
55,2,9.534249902e-01,3.328110278e-01,-1.623864055e+00,1.958797216e+00,3.905956745e-01,-2.791962624e+00,-2.789428711e+00,-2.348645210e+00,-2.350379705e+00,-1.728104711e+00,-2.914157867e+00,-3.411723614e+00,-2.107499599e+00,8.000000000e+00,1.200000000e+01,2.100000000e+01,0.000000000e+00,1.685861945e+00,2.571061134e+00,6.365780830e-01,1.000000000e+00,-1.956653833e+00,-3.914203644e+00,8.213668317e-02,2.571058750e+00,-2.600978136e+00,-2.577143192e+00,3.111191034e+00,2.107499599e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,1.000000000e+00,-5.000000000e+00,3.600000000e+01,1.000000000e+00,1.000000000e+00,-1.911636472e+00,-1.787791967e+00,3.520235717e-01,-1.904615283e+00,1.000000000e+00,4.141753038e-07,9.966529012e-01
55,3,9.393700361e-01,3.720225692e-01,-1.617015600e+00,1.310551882e+00,-1.808092147e-01,-2.861695766e+00,-2.857265234e+00,-2.341096640e+00,-2.343804836e+00,-1.773818493e+00,-2.931691885e+00,-3.428193808e+00,-1.980654120e+00,6.000000000e+00,1.100000000e+01,1.800000000e+01,0.000000000e+00,1.034866095e+00,2.291305542e+00,5.527966842e-02,1.000000000e+00,-1.989013672e+00,-3.977604628e+00,3.644908369e-01,2.291275024e+00,-2.351334810e+00,-2.556247234e+00,2.496799231e+00,1.980654120e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.141753038e-07,9.949818254e-01
55,4,6.745896935e-01,4.937458634e-01,-1.572103739e+00,1.656367898e+00,2.946403027e-01,-3.169569731e+00,-3.184490204e+00,-2.662009239e+00,-2.745033741e+00,-2.481233120e+00,-2.740967274e+00,-3.350082159e+00,9.770424366e-01,4.000000000e+00,9.000000000e+00,1.400000000e+01,0.000000000e+00,1.287266135e+00,3.124997616e+00,5.102400184e-01,1.000000000e+00,-2.065815210e+00,-4.126630306e+00,-5.912681818e-01,3.124997616e+00,-3.827362537e+00,-2.246633053e+00,3.979236603e+00,9.770424366e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.141753038e-07,9.773762226e-01
55,5,7.158792019e-01,4.529609978e-01,-1.580432057e+00,1.579391241e+00,6.087768823e-02,-3.086715698e+00,-3.057560205e+00,-2.441475153e+00,-2.399545431e+00,-2.178611517e+00,-2.750421524e+00,-3.349193096e+00,1.214002252e+00,3.000000000e+00,9.000000000e+00,1.900000000e+01,0.000000000e+00,1.774831861e-01,2.267419815e+00,3.006378710e-01,1.000000000e+00,-2.033362627e+00,-4.063144684e+00,-2.451342493e-01,2.267417669e+00,-3.097206831e+00,-2.296241760e+00,2.733338594e+00,1.214002252e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,1.000000000e+00,4.000000000e+00,2.400000000e+01,3.000000000e+00,1.000000000e+00,-5.685667992e+00,-1.627073884e+00,8.333787322e-01,-5.680420876e+00,1.000000000e+00,4.141753038e-07,9.869351387e-01
55,6,9.479029179e-01,3.887610734e-01,-1.586523771e+00,1.822445154e+00,2.783773243e-01,-2.875706673e+00,-2.870950222e+00,-2.418422937e+00,-2.419248104e+00,-1.859363437e+00,-2.926027775e+00,-3.433993816e+00,1.961011648e+00,7.000000000e+00,1.200000000e+01,2.000000000e+01,0.000000000e+00,1.286892772e+00,2.502842188e+00,5.214152932e-01,1.000000000e+00,-1.975260377e+00,-3.949905634e+00,-1.468261927e-01,2.502840996e+00,-2.954558611e+00,-2.534294844e+00,3.209475517e+00,1.961011648e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,1.000000000e+00,4.141753038e-07,9.939676523e-01
55,7,1.068922758e+00,3.830314279e-01,-1.541174173e+00,1.686614990e+00,1.425472647e-01,-2.766946554e+00,-2.780889988e+00,-2.194521666e+00,-2.211234093e+00,-1.508684158e+00,-2.996980429e+00,-3.451860905e+00,2.261676550e+00,8.000000000e+00,1.200000000e+01,2.000000000e+01,0.000000000e+00,6.870550662e-02,1.543396592e+00,3.855851889e-01,1.000000000e+00,-1.924183965e+00,-3.849626780e+00,1.529998332e-01,1.543036580e+00,-2.441216469e+00,-2.609935045e+00,2.092593908e+00,2.261676550e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.141753038e-07,9.943404198e-01
56,0,1.037178993e+00,3.114864230e-01,-1.554634690e+00,1.567751765e+00,4.923817888e-02,-2.716519833e+00,-2.710967302e+00,-2.272616863e+00,-2.268322468e+00,-1.546990275e+00,-2.907160044e+00,-3.441237450e+00,-2.355154753e+00,9.000000000e+00,1.200000000e+01,1.900000000e+01,0.000000000e+00,-5.759683251e-01,1.259671211e+00,2.889983952e-01,1.000000000e+00,-1.866104603e+00,-3.734107494e+00,5.617678631e-03,1.258996248e+00,-2.574108839e+00,-2.591659546e+00,1.974696755e+00,2.355154753e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,2.000000000e+00,5.000000000e+00,3.100000000e+01,4.000000000e+00,1.000000000e+00,-4.738895416e+00,-1.667567134e+00,4.159756303e-01,-4.730158806e+00,1.000000000e+00,4.141753038e-07,9.972749352e-01
56,1,9.750071764e-01,2.699410617e-01,-1.564715981e+00,1.604312897e+00,1.729494184e-01,-2.670042276e+00,-2.678355217e+00,-2.190339565e+00,-2.236425400e+00,-1.485327244e+00,-2.813902378e+00,-3.374282360e+00,-2.306754112e+00,7.000000000e+00,1.000000000e+01,1.600000000e+01,0.000000000e+00,5.105957985e-01,1.740672112e+00,4.001930654e-01,1.000000000e+00,-1.834643006e+00,-3.671806335e+00,-1.569413543e-01,1.740637302e+00,-2.663183212e+00,-2.539588451e+00,2.648631573e+00,2.306754112e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.141753038e-07,9.981232285e-01
56,2,1.178814292e+00,8.150425553e-01,-1.318834782e+00,1.153658032e+00,-2.442813069e-01,-3.356130123e+00,-3.380259037e+00,-2.780956745e+00,-2.854939938e+00,-2.417333603e+00,-3.312446356e+00,-3.718611240e+00,-1.480268121e+00,4.000000000e+00,1.000000000e+01,1.500000000e+01,1.000000000e+00,1.256907463e+00,3.045901537e+00,-2.243286185e-02,9.375000000e-01,-2.133827209e+00,-4.260427475e+00,3.180215359e-01,3.045900822e+00,-3.351295948e+00,-2.497521639e+00,3.165533781e+00,1.480268121e+00,4.000000000e+00,4.000000000e+00,0.000000000e+00,3.000000000e+00,-4.000000000e+00,5.000000000e+00,1.000000000e+00,1.000000000e+00,-5.471739769e+00,-2.331890345e+00,-3.921395540e-01,-5.470319271e+00,1.000000000e+00,4.141753038e-07,4.462159425e-02
57,0,1.031759262e+00,3.859276772e-01,-1.513901234e+00,1.571452141e+00,2.738443576e-02,-2.683334827e+00,-2.781774998e+00,-2.190067530e+00,-2.319863558e+00,-1.544287920e+00,-2.936897993e+00,-3.328449965e+00,-2.167205334e+00,8.000000000e+00,1.200000000e+01,2.000000000e+01,0.000000000e+00,-7.521706168e-03,1.540546656e+00,2.704223692e-01,1.000000000e+00,-1.899808526e+00,-3.802592039e+00,-7.883098125e-01,1.540541887e+00,-3.492841244e+00,-2.545522213e+00,3.103948593e+00,2.167205334e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,1.423713684e+00,9.941555262e-01
57,1,1.101852655e+00,4.389669299e-01,-1.497522593e+00,1.384428740e+00,-1.596386582e-01,-2.868762732e+00,-2.849116087e+00,-2.346898794e+00,-2.305633783e+00,-1.684088469e+00,-3.040615559e+00,-3.530494213e+00,-2.207475662e+00,8.000000000e+00,1.200000000e+01,2.000000000e+01,0.000000000e+00,8.149502277e-01,2.091593742e+00,8.339910954e-02,1.000000000e+00,-1.936465383e+00,-3.872493029e+00,-8.136148006e-02,2.091583967e+00,-2.825759649e+00,-2.599216223e+00,2.794452429e+00,2.207475662e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.141753038e-07,9.890633225e-01
57,2,9.791310430e-01,3.485212326e-01,-1.468068838e+00,1.582700849e+00,2.209732682e-01,-2.786118269e+00,-2.769787073e+00,-2.270434618e+00,-2.230456114e+00,-1.639886737e+00,-2.797994137e+00,-3.415860653e+00,-2.131189823e+00,8.000000000e+00,9.000000000e+00,1.400000000e+01,0.000000000e+00,1.172399282e+00,2.226122618e+00,4.365729988e-01,1.000000000e+00,-1.816574097e+00,-3.633865356e+00,1.925154775e-01,2.226104021e+00,-2.386430025e+00,-2.447090864e+00,2.624165535e+00,2.131189823e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,1.215695739e+00,9.960802197e-01
57,3,9.748559594e-01,3.481583595e-01,-1.575778127e+00,1.510993600e+00,-3.307393938e-02,-2.804796696e+00,-2.799396038e+00,-2.353147745e+00,-2.351313353e+00,-1.726524830e+00,-2.901961803e+00,-3.430599451e+00,-2.121921778e+00,7.000000000e+00,1.100000000e+01,2.000000000e+01,0.000000000e+00,9.289807677e-01,2.191107988e+00,2.099638879e-01,1.000000000e+00,-1.923916221e+00,-3.848331690e+00,4.569747448e-01,2.191034079e+00,-2.242518425e+00,-2.550496101e+00,2.358888388e+00,2.121921778e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,1.000000000e+00,-5.000000000e+00,1.900000000e+01,1.000000000e+00,1.000000000e+00,-5.861906528e+00,-2.035051584e+00,-2.142423987e-01,-5.860816479e+00,1.000000000e+00,9.957859516e-01,9.960946441e-01
57,4,8.597573042e-01,2.499311268e-01,-1.581431031e+00,1.598920703e+00,4.849774837e-01,-2.722967625e+00,-2.708852768e+00,-2.209320307e+00,-2.197401762e+00,-1.599547029e+00,-2.694306135e+00,-3.332089424e+00,-2.081895590e+00,7.000000000e+00,6.000000000e+00,9.000000000e+00,0.000000000e+00,3.194441646e-02,1.615579844e+00,6.446782947e-01,1.000000000e+00,-1.831349015e+00,-3.664133549e+00,-2.192011476e-01,1.615533352e+00,-2.666401386e+00,-2.441084862e+00,2.432527781e+00,2.081895590e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.141753038e-07,9.984124899e-01
57,5,8.312166333e-01,3.037995994e-01,-1.766324639e+00,1.396829367e+00,-1.472380757e-01,-2.814750671e+00,-2.810689211e+00,-2.297281981e+00,-2.292149544e+00,-1.769925356e+00,-2.907500505e+00,-3.341496944e+00,-1.884769201e+00,7.000000000e+00,1.100000000e+01,2.000000000e+01,0.000000000e+00,1.236394763e+00,2.388148308e+00,9.579968452e-02,1.000000000e+00,-2.070098400e+00,-4.140737534e+00,-7.817473412e-01,2.388148308e+00,-3.376748800e+00,-2.597394705e+00,3.691667318e+00,1.884769201e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.141753038e-07,9.974634647e-01
57,6,4.583706260e-01,2.776014209e-01,-1.643354774e+00,8.921349645e-01,-2.218077034e-01,-2.547663689e+00,-2.569028139e+00,-9.922240376e-01,-1.292193294e+00,-8.114560843e-01,-2.377962589e+00,-2.728353977e+00,9.768140912e-01,0.000000000e+00,5.000000000e+00,9.000000000e+00,0.000000000e+00,1.824693441e+00,1.916156650e+00,-6.210707873e-02,1.000000000e+00,-1.920938730e+00,-3.837671757e+00,1.825832605e+00,1.682082415e+00,2.560298145e-01,-2.101689339e+00,3.369928300e-01,9.768140912e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.141753038e-07,9.979948997e-01
57,7,8.945558071e-01,7.051577568e-01,-1.290553212e+00,1.510287762e+00,1.485601813e-01,-3.341884851e+00,-3.357822895e+00,-2.783505678e+00,-2.837936878e+00,-2.594200850e+00,-2.890189648e+00,-3.530761480e+00,1.003049254e+00,4.000000000e+00,9.000000000e+00,1.400000000e+01,0.000000000e+00,-1.783294827e-01,2.507524729e+00,3.641598821e-01,1.000000000e+00,-1.995676279e+00,-3.987450838e+00,1.606009603e+00,2.504079819e+00,-1.937346458e+00,-2.185050964e+00,1.141927361e+00,1.003049254e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,1.000000000e+00,4.141753038e-07,4.641872942e-01
57,8,6.807855368e-01,4.436826706e-01,-1.514740348e+00,1.309017897e+00,-2.094953507e-01,-3.087492228e+00,-3.034762383e+00,-2.305547714e+00,-2.285052299e+00,-2.068481684e+00,-2.639849901e+00,-3.324209452e+00,1.142101407e+00,3.000000000e+00,9.000000000e+00,1.900000000e+01,0.000000000e+00,1.645210624e+00,2.891139507e+00,3.026467375e-02,1.000000000e+00,-1.958397627e+00,-3.914112806e+00,4.279779792e-01,2.891136885e+00,-2.300753832e+00,-2.195472002e+00,2.679731131e+00,1.142101407e+00,3.000000000e+00,3.000000000e+00,0.000000000e+00,3.000000000e+00,4.000000000e+00,2.800000000e+01,2.000000000e+00,1.000000000e+00,-4.956955910e+00,-1.907254457e+00,1.131155118e-01,-4.952093601e+00,1.000000000e+00,4.141753038e-07,9.883948565e-01
57,9,4.926556945e-01,2.904379666e-01,-1.726623535e+00,1.275402784e+00,-1.869945526e-01,-2.968141079e+00,-2.961433887e+00,-2.431057930e+00,-2.436314344e+00,-2.228883743e+00,-2.511228323e+00,-3.170119762e+00,1.041349292e+00,4.000000000e+00,9.000000000e+00,1.700000000e+01,0.000000000e+00,7.587311268e-01,2.608322859e+00,4.495422170e-02,1.000000000e+00,-2.017039061e+00,-4.031107426e+00,-1.009903431e+00,2.608322859e+00,-3.734416008e+00,-2.219230175e+00,3.824494362e+00,1.041349292e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.141753038e-07,9.977540374e-01
57,10,6.287513971e-01,4.091218710e-01,-1.605757713e+00,1.383913994e+00,-4.744924977e-02,-3.074939489e+00,-3.066094160e+00,-2.533641815e+00,-2.531968117e+00,-2.314071178e+00,-2.644498110e+00,-3.294229507e+00,1.092215776e+00,4.000000000e+00,1.000000000e+01,1.600000000e+01,0.000000000e+00,-4.623549581e-01,2.082994938e+00,1.797943115e-01,1.000000000e+00,-2.014852047e+00,-4.026197433e+00,5.810366571e-02,2.082975388e+00,-2.882802486e+00,-2.234452009e+00,2.242697954e+00,1.092215776e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.141753038e-07,9.923819900e-01
57,11,8.700838089e-01,5.375635624e-01,-1.518603683e+00,1.136793852e+00,-3.545668721e-01,-3.024104595e+00,-3.068236589e+00,-2.540052176e+00,-2.600383282e+00,-2.207612514e+00,-2.927848101e+00,-3.356097221e+00,1.399740934e+00,5.000000000e+00,9.000000000e+00,1.800000000e+01,0.000000000e+00,-2.225611955e-01,2.109277964e+00,-1.184780896e-01,1.000000000e+00,-2.056132078e+00,-4.108699322e+00,1.528231263e+00,2.093787670e+00,-1.609871030e+00,-2.388595581e+00,9.584253430e-01,1.399740934e+00,4.000000000e+00,4.000000000e+00,0.000000000e+00,3.000000000e+00,4.000000000e+00,2.800000000e+01,2.000000000e+00,1.000000000e+00,-4.794073105e+00,-1.627368927e+00,8.783184290e-01,-4.784573078e+00,1.000000000e+00,4.141753038e-07,9.570599198e-01
57,12,7.819365859e-01,4.431808591e-01,-1.566235423e+00,1.454224348e+00,2.781332731e-01,-3.044221163e+00,-3.048696041e+00,-2.573634624e+00,-2.604699135e+00,-2.234966993e+00,-2.792536736e+00,-3.382409334e+00,1.415927291e+00,3.000000000e+00,6.000000000e+00,1.000000000e+01,0.000000000e+00,1.644113541e+00,3.057098627e+00,4.542244673e-01,1.000000000e+00,-2.009387732e+00,-4.015774727e+00,-1.339046634e-03,3.057098389e+00,-3.048907757e+00,-2.348091125e+00,3.428094625e+00,1.415927291e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.141753038e-07,9.884682298e-01
57,13,9.624275565e-01,2.841993570e-01,-1.585958958e+00,1.769488096e+00,2.254203558e-01,-2.712170601e+00,-2.678072929e+00,-2.188865662e+00,-2.109283209e+00,-1.510690212e+00,-2.837045193e+00,-3.389556646e+00,2.243637323e+00,8.000000000e+00,1.200000000e+01,2.000000000e+01,1.000000000e+00,9.726881981e-01,1.997070551e+00,4.684582949e-01,9.523809552e-01,-1.870142579e+00,-3.742682934e+00,1.717840880e-02,1.997046828e+00,-2.376256704e+00,-2.548249722e+00,2.578449726e+00,2.243637323e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.141753038e-07,9.978754520e-01
57,14,1.049162149e+00,3.476845026e-01,-1.405352592e+00,8.726877570e-01,-2.412549257e-01,-2.638464451e+00,-2.554884195e+00,-1.093072057e+00,-1.307023048e+00,-3.915985823e-01,-2.813492775e+00,-3.339181662e+00,2.298324347e+00,0.000000000e+00,5.000000000e+00,9.000000000e+00,0.000000000e+00,1.515544534e+00,1.176104903e+00,-8.155427873e-02,1.000000000e+00,-1.753023386e+00,-3.516233444e+00,7.112506032e-01,1.148945332e+00,-9.434618354e-01,-2.454402208e+00,1.353125215e+00,2.298324347e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,1.294551492e+00,9.961135387e-01
58,0,7.777014375e-01,7.596349120e-01,-1.394074202e+00,1.232495070e+00,-1.654443741e-01,-3.443947077e+00,-3.513936758e+00,-2.609838486e+00,-3.070154905e+00,-2.591778994e+00,-2.931078434e+00,-3.461962461e+00,-2.904469073e-01,3.000000000e+00,9.000000000e+00,1.500000000e+01,0.000000000e+00,-7.122637630e-01,2.235925436e+00,5.640409514e-02,1.000000000e+00,-2.153657913e+00,-4.298740387e+00,6.128016710e-01,2.235802174e+00,-3.216782808e+00,-2.171721935e+00,2.101592779e+00,2.904469073e-01,2.000000000e+00,0.000000000e+00,2.000000000e+00,3.000000000e+00,-1.000000000e+00,3.000000000e+00,3.000000000e+00,1.000000000e+00,-4.556746960e+00,-4.113722324e+00,-3.927607059e+00,-4.556715012e+00,1.000000000e+00,4.141753038e-07,1.825558543e-01
58,1,3.800747693e-01,3.761403561e-01,-1.768874526e+00,1.221952677e+00,-1.397746354e-01,-3.063109636e+00,-3.153421640e+00,-2.419910431e+00,-2.694499969e+00,-2.415977001e+00,-2.525026560e+00,-3.067039490e+00,-1.348094791e-01,4.000000000e+00,1.000000000e+01,1.400000000e+01,1.000000000e+00,2.433109134e-01,2.537745476e+00,7.582489401e-02,9.333333373e-01,-2.144979477e+00,-4.281748295e+00,-9.458148479e-01,2.537745476e+00,-4.012184143e+00,-2.148913383e+00,3.760294914e+00,1.348094791e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.141753038e-07,9.947526455e-01
58,2,4.510627687e-01,4.507180452e-01,-1.697428226e+00,1.328025103e+00,-1.033380777e-01,-3.114542246e+00,-3.155073643e+00,-2.459722519e+00,-2.556726217e+00,-2.459377766e+00,-2.599061251e+00,-3.114886522e+00,3.984617814e-02,4.000000000e+00,1.000000000e+01,1.600000000e+01,0.000000000e+00,6.102979779e-01,2.764651775e+00,1.239054576e-01,1.000000000e+00,-2.148106575e+00,-4.287830353e+00,-7.494815588e-01,2.764651775e+00,-3.754609346e+00,-2.148451328e+00,3.610637188e+00,3.984617814e-02,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.141753038e-07,9.873067141e-01
58,3,5.246692300e-01,4.530736506e-01,-1.666804552e+00,1.108580112e+00,-3.227828145e-01,-3.172096252e+00,-3.184561491e+00,-2.579913616e+00,-2.636897564e+00,-2.508342981e+00,-2.644843817e+00,-3.243576050e+00,5.901026726e-01,4.000000000e+00,1.000000000e+01,1.600000000e+01,0.000000000e+00,-2.757195234e-01,2.370623112e+00,-9.553941339e-02,1.000000000e+00,-2.119841099e+00,-4.232777596e+00,-4.116180241e-01,2.370622635e+00,-3.500401735e+00,-2.191426277e+00,2.910358906e+00,5.901026726e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.141753038e-07,9.869160652e-01
58,4,2.938129604e-01,1.503392011e-01,-1.934360385e+00,1.190802217e+00,-2.715950310e-01,-2.843737602e+00,-2.835206032e+00,-2.317297935e+00,-2.320044756e+00,-2.173849583e+00,-2.381661177e+00,-2.987092733e+00,8.582541347e-01,4.000000000e+00,1.000000000e+01,1.700000000e+01,0.000000000e+00,1.938118458e+00,3.142973423e+00,-3.964628279e-02,1.000000000e+00,-2.084683895e+00,-4.166273594e+00,-5.899008512e-01,3.142973423e+00,-3.059878111e+00,-2.228137016e+00,3.878744364e+00,8.582541347e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.141753038e-07,9.992333651e-01
58,5,6.630782485e-01,5.236493945e-01,-1.599395871e+00,1.331212640e+00,-1.001506001e-01,-3.201391220e+00,-3.227154493e+00,-2.645831347e+00,-2.741719723e+00,-2.506455183e+00,-2.786580563e+00,-3.340559006e+00,8.447921276e-01,4.000000000e+00,1.000000000e+01,1.600000000e+01,0.000000000e+00,-6.340444684e-01,2.189598799e+00,1.270929426e-01,1.000000000e+00,-2.123004675e+00,-4.239230633e+00,3.292358220e-01,2.189557552e+00,-2.935997963e+00,-2.262411833e+00,2.095574379e+00,8.447921276e-01,1.000000000e+00,0.000000000e+00,1.000000000e+00,3.000000000e+00,2.000000000e+00,6.000000000e+00,1.000000000e+00,1.000000000e+00,-5.072353840e+00,-2.092738152e+00,5.355453119e-02,-5.069271564e+00,1.000000000e+00,4.141753038e-07,9.651588798e-01
