event_idx,track_idx,muon_general_tracks_p,muon_general_tracks_pt,muon_general_tracks_ptErr,muon_general_tracks_chi2,muon_general_tracks_normalizedChi2,muon_general_tracks_etaErr,muon_general_tracks_phiErr,muon_general_tracks_dszErr,muon_general_tracks_dxyErr,muon_general_tracks_dzErr,muon_general_tracks_qoverpErr,muon_general_tracks_lambdaErr,muon_general_tracks_eta,muon_general_tracks_nPixelHits,muon_general_tracks_nTrkLays,muon_general_tracks_nFoundHits,muon_general_tracks_nLostHits,muon_general_tracks_impact3D,muon_general_tracks_impactSignificance,muon_general_tracks_chi2PerHit,muon_general_tracks_hitEfficiency,muon_general_tracks_sigmaPtOverPt,muon_general_tracks_relUncertaintyProduct,muon_general_tracks_sip2D,muon_general_tracks_sipZ,muon_general_tracks_dxyOverPt,muon_general_tracks_ptErrOverP,muon_general_tracks_dzOverDxy,muon_general_tracks_absEta,L1TkMu_nStubs,L1TkMu_nStubs_Endcap,L1TkMu_nStubs_Barrel,L1TkMu_stubQual_max,L1TkMu_stubMax_etaRegion,L1TkMu_stubMax_phiRegion,L1TkMu_stubMax_depthRegion,L1TkMu_hasMatch,L1TkMu_dR2min,L1TkMu_dPtNorm,L1TkMu_chi2Pt,L1TkMu_matchingScore,L1TkMu_nCompatible,L1TkMu_secondBest_dR2,is_low_pt
9,5,8.779939413e-01,2.874463797e-01,-1.613230348e+00,1.073675990e+00,-1.567723453e-01,-2.646368742e+00,-2.577128887e+00,-1.084770799e+00,-1.317383170e+00,-4.942270517e-01,-2.783965111e+00,-3.236359835e+00,2.036035061e+00,0.000000000e+00,6.000000000e+00,1.100000000e+01,0.000000000e+00,1.738425851e+00,1.863596439e+00,3.228367865e-02,1.000000000e+00,-1.900659800e+00,-3.804154396e+00,1.845693707e+00,1.312788963e+00,2.408556342e-01,-2.491107464e+00,2.902590632e-01,2.036035061e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.141753038e-07,9.978132248e-01
9,6,1.058543801e+00,3.764533997e-01,-1.545245171e+00,1.578031898e+00,3.396426141e-02,-2.804566383e+00,-2.799748898e+00,-2.359205008e+00,-2.358855486e+00,-1.677192926e+00,-2.983436584e+00,-3.485603571e+00,2.252730846e+00,8.000000000e+00,1.200000000e+01,2.000000000e+01,0.000000000e+00,1.743647218e+00,2.549037218e+00,2.770021856e-01,1.000000000e+00,-1.921677351e+00,-3.843981743e+00,-7.701972723e-01,2.549037218e+00,-3.504218817e+00,-2.603629827e+00,4.000393867e+00,2.252730846e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.141753038e-07,9.947347641e-01
9,7,1.177308559e+00,5.102719665e-01,-1.388826489e+00,1.588937879e+00,4.487023503e-02,-2.943204165e+00,-2.927796364e+00,-2.486022234e+00,-2.443877459e+00,-1.819090009e+00,-3.077475548e+00,-3.608853817e+00,2.217264891e+00,7.000000000e+00,1.100000000e+01,2.000000000e+01,0.000000000e+00,1.746657014e+00,2.692448378e+00,2.879081070e-01,1.000000000e+00,-1.899074435e+00,-3.797065258e+00,7.493691146e-02,2.692447186e+00,-2.879004717e+00,-2.565985680e+00,3.242288589e+00,2.217264891e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,1.000000000e+00,5.000000000e+00,3.200000000e+01,1.000000000e+00,1.000000000e+00,-4.951878548e+00,-1.879643679e+00,5.039991438e-02,-4.946692944e+00,1.000000000e+00,4.141753038e-07,9.713650942e-01
9,8,9.637899995e-01,3.154653311e-01,-1.652760148e+00,1.414653420e+00,-7.670779526e-02,-2.952166557e+00,-3.007900715e+00,-2.148746490e+00,-2.266662359e+00,-1.500468969e+00,-2.933654785e+00,-3.599151611e+00,2.173097610e+00,7.000000000e+00,1.100000000e+01,1.800000000e+01,1.000000000e+00,-1.494358778e+00,1.448833704e+00,1.593811512e-01,9.473684430e-01,-1.968204379e+00,-3.934729338e+00,1.446291804e+00,4.817634225e-01,-1.135910034e+00,-2.616389990e+00,-1.982708126e-01,2.173097610e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,1.000000000e+00,5.000000000e+00,3.000000000e+00,1.000000000e+00,1.000000000e+00,-4.890509605e+00,-2.607215881e+00,-1.280427694e+00,-4.889521599e+00,1.000000000e+00,7.439132929e-01,9.971705079e-01
10,0,8.248761892e-01,2.660791874e-01,-1.718453050e+00,1.313866258e+00,-1.485311240e-01,-2.749366999e+00,-2.748107910e+00,-2.228601933e+00,-2.220863581e+00,-1.669857860e+00,-2.815186739e+00,-3.307525635e+00,-1.960185647e+00,5.000000000e+00,1.000000000e+01,1.700000000e+01,2.000000000e+00,1.317287922e+00,2.328523636e+00,8.341769874e-02,8.947368264e-01,-1.984512806e+00,-3.971066952e+00,-2.422900051e-01,2.328521967e+00,-2.729072571e+00,-2.543200254e+00,3.121744156e+00,1.960185647e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.141753038e-07,9.981840253e-01
10,1,7.586844563e-01,2.985897064e-01,-1.761044621e+00,1.991111755e+00,4.725979567e-01,-2.837901592e+00,-2.790286303e+00,-2.291040659e+00,-2.174922943e+00,-1.831001163e+00,-2.823320389e+00,-3.297433376e+00,-1.721059203e+00,4.000000000e+00,1.100000000e+01,1.900000000e+01,1.000000000e+00,1.512056112e+00,2.587062836e+00,7.123582363e-01,9.499999881e-01,-2.059609175e+00,-4.118836403e+00,2.763856947e-01,2.587057590e+00,-2.197123528e+00,-2.519610405e+00,2.654594898e+00,1.721059203e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.141753038e-07,9.975820780e-01
10,2,6.369543076e-01,2.357981950e-01,-1.781586647e+00,1.381609201e+00,-1.369041651e-01,-2.813585520e+00,-2.808709383e+00,-2.364316940e+00,-2.363074780e+00,-1.963221312e+00,-2.658880711e+00,-3.214312553e+00,-1.574873805e+00,5.000000000e+00,1.100000000e+01,1.900000000e+01,1.000000000e+00,1.117616072e-01,2.019142866e+00,1.028559133e-01,9.499999881e-01,-2.017365694e+00,-4.034804344e+00,-6.212125421e-01,2.019141674e+00,-3.219466925e+00,-2.418453217e+00,3.039851189e+00,1.574873805e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.141753038e-07,9.985830784e-01
10,3,6.148058772e-01,3.161214292e-01,-1.753259659e+00,1.421826243e+00,-4.057133198e-02,-2.904504776e+00,-2.888500214e+00,-2.362784624e+00,-2.367148638e+00,-2.064149857e+00,-2.687420130e+00,-3.202844620e+00,-1.310716152e+00,3.000000000e+00,9.000000000e+00,1.700000000e+01,0.000000000e+00,7.225270271e-01,2.425463676e+00,1.913775355e-01,1.000000000e+00,-2.069354534e+00,-4.136246681e+00,-1.302286625e+00,2.425463676e+00,-3.981484652e+00,-2.367988586e+00,4.028784275e+00,1.310716152e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,2.000000000e+00,4.000000000e+00,1.300000000e+01,2.000000000e+00,1.000000000e+00,-4.973073959e+00,-2.399453163e+00,-6.637659669e-01,-4.971508503e+00,1.000000000e+00,3.359054029e-01,9.971528053e-01
10,4,2.982543409e-01,2.979632318e-01,-1.842760444e+00,1.153134584e+00,-3.092625737e-01,-2.954720974e+00,-3.068059444e+00,-2.284562588e+00,-2.532554626e+00,-2.284271479e+00,-2.438895464e+00,-2.955011845e+00,-3.661806136e-02,5.000000000e+00,1.000000000e+01,1.700000000e+01,0.000000000e+00,1.639776230e+00,3.104243279e+00,-7.731387764e-02,1.000000000e+00,-2.140693665e+00,-4.273288727e+00,-4.251947403e-01,3.104243040e+00,-3.255079508e+00,-2.140984774e+00,3.777392864e+00,3.661806136e-02,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.141753038e-07,9.975958467e-01
10,5,3.147769272e-01,3.147601783e-01,-1.788767815e+00,1.716912746e+00,1.983990222e-01,-3.007093191e+00,-3.092329264e+00,-2.366855145e+00,-2.634859562e+00,-2.366838455e+00,-2.418217659e+00,-3.007109880e+00,8.783801459e-03,4.000000000e+00,1.000000000e+01,1.900000000e+01,0.000000000e+00,1.314378858e+00,3.024129152e+00,4.381592274e-01,1.000000000e+00,-2.103499413e+00,-4.200168133e+00,2.084993720e-01,3.024128675e+00,-2.741068602e+00,-2.103516102e+00,3.083621264e+00,8.783801459e-03,2.000000000e+00,0.000000000e+00,2.000000000e+00,3.000000000e+00,0.000000000e+00,7.000000000e+00,2.000000000e+00,1.000000000e+00,-4.718351364e+00,-3.073573351e+00,-1.941761255e+00,-4.718004704e+00,2.000000000e+00,3.365270197e-01,9.971893430e-01
10,6,1.953995973e-01,1.629428416e-01,-1.986029387e+00,9.385915399e-01,-4.231351614e-01,-2.875320673e+00,-2.896421194e+00,-2.293899059e+00,-2.369923115e+00,-2.261448383e+00,-2.345373392e+00,-2.907752037e+00,3.914451599e-01,4.000000000e+00,9.000000000e+00,1.400000000e+01,0.000000000e+00,5.118234754e-01,2.517441034e+00,-2.075358331e-01,1.000000000e+00,-2.148952961e+00,-4.290522099e+00,1.533076316e-01,2.517436981e+00,-2.379556179e+00,-2.181404829e+00,2.472555399e+00,3.914451599e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.141753038e-07,9.991668463e-01
10,7,5.438546538e-01,5.156373978e-01,-1.569126964e+00,1.590852499e+00,4.678487778e-02,-3.285545588e+00,-3.250413418e+00,-2.469511509e+00,-2.466795206e+00,-2.441302061e+00,-2.628555298e+00,-3.313706636e+00,3.643954098e-01,4.000000000e+00,9.000000000e+00,2.000000000e+01,0.000000000e+00,1.061142206e+00,2.971993208e+00,2.898227572e-01,1.000000000e+00,-2.084727526e+00,-4.163294315e+00,-3.155944347e-01,2.971993208e+00,-3.297293186e+00,-2.112941265e+00,3.312825918e+00,3.643954098e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.141753038e-07,9.690388441e-01
11,0,1.613430977e-01,1.550624520e-01,-1.699000716e+00,1.180174947e+00,2.259326875e-01,-2.884788513e+00,-2.903695822e+00,-2.316227913e+00,-2.475962639e+00,-2.309948444e+00,-2.015437126e+00,-2.891064405e+00,-1.704794317e-01,4.000000000e+00,6.000000000e+00,7.000000000e+00,1.000000000e+00,1.825079679e+00,3.222577095e+00,3.350770772e-01,8.750000000e-01,-1.854053617e+00,-3.706011295e+00,2.021519244e-01,3.222576857e+00,-2.428886652e+00,-1.860333800e+00,3.186399221e+00,1.704794317e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.141753038e-07,9.992092848e-01
11,1,1.956408322e-01,1.878016442e-01,-1.969920635e+00,1.447769046e+00,-1.462859102e-02,-2.935625553e+00,-2.969781160e+00,-2.352981567e+00,-2.512552023e+00,-2.345144272e+00,-2.353516340e+00,-2.943458080e+00,-1.905743778e-01,4.000000000e+00,1.000000000e+01,1.700000000e+01,0.000000000e+00,-1.878995299e-01,2.251306057e+00,2.173202932e-01,1.000000000e+00,-2.157700062e+00,-4.306842804e+00,3.162306547e-01,2.251276731e+00,-2.384159088e+00,-2.165538073e+00,2.102431059e+00,1.905743778e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.141753038e-07,9.990111589e-01
11,2,1.151863337e+00,1.147314906e+00,-1.089020967e+00,1.351190090e+00,-4.674943537e-02,-3.529943943e+00,-3.809645891e+00,-2.587519169e+00,-3.107202530e+00,-2.582972527e+00,-3.387143135e+00,-3.534476995e+00,1.449806541e-01,4.000000000e+00,9.000000000e+00,1.500000000e+01,0.000000000e+00,1.019254923e+00,3.092889071e+00,1.750991195e-01,1.000000000e+00,-2.236266375e+00,-4.459972858e+00,1.489491463e+00,3.092754126e+00,-2.765329123e+00,-2.240813971e+00,2.127864838e+00,1.449806541e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,1.000000000e+00,4.141753038e-07,1.410661543e-08
11,3,4.898490906e-01,2.669964433e-01,-1.718143702e+00,1.204818249e+00,-2.865425944e-01,-2.931665421e+00,-2.928155422e+00,-2.456422806e+00,-2.478790522e+00,-2.233619928e+00,-2.476658821e+00,-3.154269457e+00,1.101500154e+00,4.000000000e+00,9.000000000e+00,1.800000000e+01,0.000000000e+00,-5.248462200e+00,-4.212941527e-01,-5.045378208e-02,1.000000000e+00,-1.985120654e+00,-3.968048811e+00,-9.785369635e-01,-4.386523366e-01,-3.722162008e+00,-2.207945347e+00,7.838710546e-01,1.101500154e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.141753038e-07,9.981697798e-01
11,4,6.858038306e-01,3.582897484e-01,-1.668219209e+00,1.368723154e+00,-9.367440641e-02,-2.972255707e+00,-2.966513157e+00,-2.443796635e+00,-2.442887545e+00,-2.116346359e+00,-2.714302301e+00,-3.299311638e+00,1.386699438e+00,5.000000000e+00,1.000000000e+01,1.700000000e+01,0.000000000e+00,-1.282364249e+00,1.475226879e+00,1.382744163e-01,1.000000000e+00,-2.026482821e+00,-4.050348282e+00,-6.404745579e-01,1.475214124e+00,-3.440574408e+00,-2.353945017e+00,2.441769123e+00,1.386699438e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.141753038e-07,9.956632257e-01
12,0,6.896323562e-01,4.295925498e-01,-1.608178616e+00,1.699741960e+00,2.683784068e-01,-3.064004660e+00,-3.071071625e+00,-2.510798216e+00,-2.550606728e+00,-2.250821829e+00,-2.728522778e+00,-3.323632240e+00,1.206080914e+00,4.000000000e+00,1.000000000e+01,1.600000000e+01,0.000000000e+00,1.823210567e-01,2.342064381e+00,4.956220984e-01,1.000000000e+00,-2.037741184e+00,-4.071758270e+00,8.018164337e-02,2.342057943e+00,-2.899827003e+00,-2.297742367e+00,2.561610222e+00,1.206080914e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.141753038e-07,9.902623892e-01
12,1,4.686416686e-01,2.247287482e-01,-1.824061632e+00,1.413730383e+00,-4.866717383e-02,-2.872556925e+00,-2.875962257e+00,-2.394052505e+00,-2.421779156e+00,-2.150185585e+00,-2.520624638e+00,-3.116225958e+00,1.161264181e+00,3.000000000e+00,9.000000000e+00,1.700000000e+01,0.000000000e+00,-3.498897851e-01,1.975735784e+00,1.832816899e-01,1.000000000e+00,-2.048770428e+00,-4.095501423e+00,6.992387772e-01,1.975127220e+00,-1.947345257e+00,-2.292646885e+00,1.547512531e+00,1.161264181e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.141753038e-07,9.987004995e-01
12,2,7.168529630e-01,3.663620949e-01,-1.700066090e+00,1.147835255e+00,-1.309177876e-01,-2.877638578e+00,-2.896484852e+00,-2.108016729e+00,-2.148084879e+00,-1.757556558e+00,-2.786211014e+00,-3.227722883e+00,1.446224451e+00,1.000000000e+00,7.000000000e+00,1.200000000e+01,0.000000000e+00,8.199919462e-01,2.202730894e+00,6.865432858e-02,1.000000000e+00,-2.066399097e+00,-4.130172729e+00,1.829292893e+00,2.159873009e+00,-6.852127314e-01,-2.416827202e+00,7.211437225e-01,1.446224451e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.141753038e-07,9.952774048e-01
12,3,7.273257971e-01,3.333984613e-01,-1.755692959e+00,1.671921015e+00,1.805595458e-01,-2.887857199e+00,-2.873521566e+00,-2.327522278e+00,-2.322863102e+00,-1.933649778e+00,-2.820689201e+00,-3.281289577e+00,1.556709409e+00,4.000000000e+00,1.100000000e+01,1.800000000e+01,0.000000000e+00,-2.326781601e-01,1.817559004e+00,4.166486263e-01,1.000000000e+00,-2.089062691e+00,-4.176201344e+00,3.512831926e-01,1.817305326e+00,-2.304981947e+00,-2.482911348e+00,1.855248928e+00,1.556709409e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.141753038e-07,9.966334701e-01
12,4,9.031928182e-01,4.552280903e-01,-1.652332664e+00,1.432475924e+00,1.112498809e-03,-3.165928602e+00,-3.086674213e+00,-2.150319815e+00,-2.106792450e+00,-1.702394485e+00,-3.011716604e+00,-3.612746000e+00,1.691224098e+00,3.000000000e+00,9.000000000e+00,1.600000000e+01,0.000000000e+00,1.607320458e-01,1.783295274e+00,2.283561230e-01,1.000000000e+00,-2.107524633e+00,-4.209458351e+00,5.063893199e-01,1.782687783e+00,-2.055637360e+00,-2.555388927e+00,1.680712938e+00,1.691224098e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.141753038e-07,9.865465164e-01
12,5,1.077221394e+00,5.343757868e-01,-1.560680389e+00,1.594807744e+00,5.074013397e-02,-3.027957678e+00,-3.006452322e+00,-2.575348377e+00,-2.555318117e+00,-2.032619238e+00,-3.174355984e+00,-3.569651604e+00,1.921909928e+00,6.000000000e+00,1.100000000e+01,2.000000000e+01,0.000000000e+00,1.945680737e+00,3.005666971e+00,2.937780023e-01,1.000000000e+00,-2.095017910e+00,-4.186137199e+00,1.460509062e+00,3.005490541e+00,-1.629322171e+00,-2.637728930e+00,2.067784071e+00,1.921909928e+00,3.000000000e+00,3.000000000e+00,0.000000000e+00,1.000000000e+00,5.000000000e+00,2.700000000e+01,1.000000000e+00,1.000000000e+00,-4.819529057e+00,-1.849235058e+00,4.794086516e-01,-4.813827515e+00,1.000000000e+00,4.141753038e-07,9.590854049e-01
12,6,1.059870481e+00,4.795650244e-01,-1.484484553e+00,1.354853272e+00,-1.636600792e-01,-2.953049183e+00,-2.954177856e+00,-2.473201036e+00,-2.496301651e+00,-1.892990589e+00,-3.025597095e+00,-3.532263041e+00,2.011613369e+00,6.000000000e+00,1.100000000e+01,1.900000000e+01,0.000000000e+00,1.943696499e+00,2.865138292e+00,7.609998435e-02,1.000000000e+00,-1.964022636e+00,-3.926567078e+00,1.422612786e+00,2.864855289e+00,-1.553374529e+00,-2.544216156e+00,2.045650482e+00,2.011613369e+00,4.000000000e+00,4.000000000e+00,0.000000000e+00,3.000000000e+00,5.000000000e+00,6.000000000e+00,3.000000000e+00,1.000000000e+00,-5.148385525e+00,-1.789702773e+00,3.346838057e-01,-5.142371178e+00,1.000000000e+00,6.596100330e-01,9.814059734e-01
12,7,8.548854589e-01,2.383452654e-01,-1.680862665e+00,1.689681768e+00,1.711681187e-01,-2.686039448e+00,-2.691443920e+00,-2.188541412e+00,-2.243157625e+00,-1.572051764e+00,-2.779896021e+00,-3.301919222e+00,2.097835302e+00,7.000000000e+00,1.100000000e+01,1.900000000e+01,0.000000000e+00,-1.090298533e+00,1.026976109e+00,4.109283388e-01,1.000000000e+00,-1.919192553e+00,-3.841475487e+00,-7.423544526e-01,1.026913166e+00,-3.223208904e+00,-2.535619736e+00,2.440015793e+00,2.097835302e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.141753038e-07,9.985541701e-01
12,8,9.458674192e-01,2.733398676e-01,-1.644884586e+00,1.538246870e+00,-5.820749328e-03,-2.704001904e+00,-2.700408697e+00,-2.253141880e+00,-2.258698463e+00,-1.580675244e+00,-2.869434357e+00,-3.375716448e+00,2.230208158e+00,8.000000000e+00,1.200000000e+01,2.000000000e+01,0.000000000e+00,9.127557874e-01,2.037091017e+00,2.372170985e-01,1.000000000e+00,-1.918207407e+00,-3.839123011e+00,4.314104095e-02,2.037068605e+00,-2.488842249e+00,-2.590601921e+00,2.671941996e+00,2.230208158e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.141753038e-07,9.980676770e-01
12,9,1.160505533e+00,4.483009875e-01,-1.426219344e+00,1.508565545e+00,-3.550197929e-02,-2.863342285e+00,-2.853265762e+00,-2.420250654e+00,-2.406065226e+00,-1.708138108e+00,-3.036774635e+00,-3.574231625e+00,2.323514700e+00,8.000000000e+00,1.100000000e+01,2.000000000e+01,0.000000000e+00,1.984582424e+00,2.700451612e+00,2.075358331e-01,1.000000000e+00,-1.874499202e+00,-3.748831272e+00,-3.621278107e-01,2.700451612e+00,-3.215890884e+00,-2.586568594e+00,3.760340929e+00,2.323514700e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,1.000000000e+00,4.141753038e-07,9.876934886e-01
12,10,1.018922091e+00,3.076793253e-01,-1.568322897e+00,1.616681457e+00,2.561719343e-02,-2.712019682e+00,-2.704663038e+00,-2.178727627e+00,-2.162509441e+00,-1.467537522e+00,-2.899233341e+00,-3.422336578e+00,2.321257114e+00,8.000000000e+00,1.200000000e+01,2.200000000e+01,0.000000000e+00,1.727315784e+00,2.331217527e+00,2.742589712e-01,1.000000000e+00,-1.875985503e+00,-3.754200935e+00,1.610090435e-01,2.331207752e+00,-2.309154272e+00,-2.587093115e+00,2.865177631e+00,2.321257114e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,2.000000000e+00,-5.000000000e+00,2.600000000e+01,4.000000000e+00,1.000000000e+00,-5.613582611e+00,-3.709917784e+00,-3.670059681e+00,-5.613533020e+00,1.000000000e+00,4.141753038e-07,9.973703623e-01
12,11,7.092936039e-01,-2.089984342e-02,-1.453097820e+00,1.067119837e+00,2.572753094e-02,-2.303249598e+00,-1.859304667e+00,-7.825478911e-01,-6.557135582e-01,-5.235621333e-02,-2.140288353e+00,-3.033061743e+00,2.365705013e+00,0.000000000e+00,4.000000000e+00,8.000000000e+00,0.000000000e+00,1.673408270e+00,8.956849575e-01,1.640301347e-01,1.000000000e+00,-1.432198167e+00,-2.862947941e+00,1.484957188e-01,8.886148930e-01,-4.863184094e-01,-2.162340641e+00,1.343476772e+00,2.365705013e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.141753038e-07,9.996947050e-01
13,0,1.104820490e+00,3.721406758e-01,-1.559088230e+00,1.471248746e+00,-2.011252940e-02,-2.765717745e+00,-2.762851000e+00,-2.310160398e+00,-2.308484077e+00,-1.577552676e+00,-3.040153503e+00,-3.497283936e+00,-2.371531010e+00,8.000000000e+00,1.100000000e+01,1.800000000e+01,0.000000000e+00,7.564327717e-01,1.955793738e+00,2.159764618e-01,1.000000000e+00,-1.931207418e+00,-3.863868237e+00,-2.456218600e-01,1.955785155e+00,-2.925969362e+00,-2.663724184e+00,2.932255745e+00,2.371531010e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.141753038e-07,9.949754477e-01
13,1,1.015554905e+00,3.117276430e-01,-1.567280650e+00,1.653180361e+00,8.497894555e-02,-2.716075420e+00,-2.708013296e+00,-2.196254253e+00,-2.176718235e+00,-1.492481709e+00,-2.898942709e+00,-3.418987751e+00,-2.303844452e+00,8.000000000e+00,1.200000000e+01,2.100000000e+01,0.000000000e+00,7.268583179e-01,1.855926871e+00,3.309612274e-01,1.000000000e+00,-1.878991246e+00,-3.760248423e+00,-5.951351523e-01,1.855924129e+00,-3.083121538e+00,-2.582685471e+00,3.135092497e+00,2.303844452e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,1.000000000e+00,4.141753038e-07,9.972687364e-01
