event_idx,track_idx,muon_pixel_tracks_p,muon_pixel_tracks_pt,muon_pixel_tracks_ptErr,muon_pixel_tracks_chi2,muon_pixel_tracks_normalizedChi2,muon_pixel_tracks_etaErr,muon_pixel_tracks_phiErr,muon_pixel_tracks_dszErr,muon_pixel_tracks_dxyErr,muon_pixel_tracks_dzErr,muon_pixel_tracks_qoverpErr,muon_pixel_tracks_lambdaErr,muon_pixel_tracks_eta,muon_pixel_tracks_nPixelHits,muon_pixel_tracks_nTrkLays,muon_pixel_tracks_nFoundHits,muon_pixel_tracks_nLostHits,muon_pixel_tracks_impact3D,muon_pixel_tracks_impactSignificance,muon_pixel_tracks_chi2PerHit,muon_pixel_tracks_hitEfficiency,muon_pixel_tracks_sigmaPtOverPt,muon_pixel_tracks_relUncertaintyProduct,muon_pixel_tracks_sip2D,muon_pixel_tracks_sipZ,muon_pixel_tracks_dxyOverPt,muon_pixel_tracks_ptErrOverP,muon_pixel_tracks_dzOverDxy,muon_pixel_tracks_absEta,L1TkMu_nStubs,L1TkMu_nStubs_Endcap,L1TkMu_nStubs_Barrel,L1TkMu_stubQual_max,L1TkMu_stubMax_etaRegion,L1TkMu_stubMax_phiRegion,L1TkMu_stubMax_depthRegion,L1TkMu_hasMatch,L1TkMu_dR2min,L1TkMu_dPtNorm,L1TkMu_chi2Pt,L1TkMu_matchingScore,L1TkMu_nCompatible,L1TkMu_secondBest_dR2,is_low_pt
84,2,7.353988886e-01,3.747338057e-01,-1.260492563e+00,4.703434706e-01,-3.747536540e-01,-3.081695080e+00,-2.999300003e+00,-2.550482988e+00,-2.506390572e+00,-2.189904690e+00,-2.370306492e+00,-3.441682100e+00,1.472326756e+00,4.000000000e+00,6.000000000e+00,6.000000000e+00,0.000000000e+00,7.060855627e-01,2.543014765e+00,-3.078070283e-01,1.000000000e+00,-1.635215282e+00,-3.269435406e+00,-7.666884661e-01,2.543014765e+00,-3.646028042e+00,-1.995856166e+00,3.625449657e+00,1.472326756e+00,3.000000000e+00,3.000000000e+00,0.000000000e+00,2.000000000e+00,-4.000000000e+00,1.600000000e+01,1.000000000e+00,1.000000000e+00,-4.951203346e+00,-1.821043849e+00,-3.584619761e-01,-4.945272446e+00,1.000000000e+00,8.870118856e-01,9.948323965e-01
84,3,8.739497066e-01,3.277668357e-01,-1.147308230e+00,1.084070444e+00,-9.202034026e-02,-2.898454666e+00,-2.803113699e+00,-2.247964382e+00,-2.265033245e+00,-1.701836467e+00,-2.348650217e+00,-3.443773270e+00,1.929927945e+00,8.000000000e+00,8.000000000e+00,1.000000000e+01,0.000000000e+00,-6.385214925e-01,1.382657766e+00,8.407071978e-02,1.000000000e+00,-1.475067973e+00,-2.949491501e+00,-3.756660223e-01,1.382591724e+00,-2.968142986e+00,-2.021218300e+00,2.321323633e+00,1.929927945e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,1.000000000e+00,5.000000000e+00,8.000000000e+00,2.000000000e+00,1.000000000e+00,-5.508725166e+00,-3.026779413e+00,-3.104583740e+00,-5.508449078e+00,1.000000000e+00,9.378495812e-01,9.968146682e-01
84,4,1.007740378e+00,3.259743154e-01,-9.667135477e-01,-9.059018455e-03,-9.632980227e-01,-2.891245604e+00,-2.615944624e+00,-2.155583858e+00,-1.946216822e+00,-1.473866820e+00,-2.300213575e+00,-3.571727037e+00,2.251967430e+00,6.000000000e+00,6.000000000e+00,7.000000000e+00,0.000000000e+00,1.121971726e+00,2.034869194e+00,-8.541544080e-01,1.000000000e+00,-1.292683125e+00,-2.585084677e+00,-3.273574114e-01,2.034865141e+00,-2.599414825e+00,-1.974416971e+00,2.834517479e+00,2.251967430e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,1.000000000e+00,5.000000000e+00,3.000000000e+01,1.000000000e+00,1.000000000e+00,-5.153151989e+00,-1.753718019e+00,-9.066485167e-01,-5.146634102e+00,1.000000000e+00,4.390435219e-01,9.968698621e-01
85,0,5.979216099e-01,5.936806798e-01,-1.297487855e+00,4.144353569e-01,-5.398057699e-01,-3.142890692e+00,-3.184867620e+00,-2.317959547e+00,-2.546964645e+00,-2.313719511e+00,-2.488951445e+00,-3.147125721e+00,-1.399779022e-01,4.000000000e+00,7.000000000e+00,7.000000000e+00,0.000000000e+00,1.099688172e+00,2.863729954e+00,-4.306616783e-01,1.000000000e+00,-1.891143203e+00,-3.779717922e+00,1.228739619e+00,2.863613367e+00,-1.912023306e+00,-1.895383835e+00,1.868173480e+00,1.399779022e-01,3.000000000e+00,0.000000000e+00,3.000000000e+00,3.000000000e+00,0.000000000e+00,6.000000000e+00,1.000000000e+00,1.000000000e+00,-5.313350201e+00,-1.682664394e+00,3.991326392e-01,-5.306246281e+00,1.000000000e+00,4.141753038e-07,8.959372044e-01
85,1,9.839395285e-01,3.881049752e-01,-9.840799570e-01,1.520563245e+00,4.791706800e-01,-2.981046200e+00,-2.846973419e+00,-2.506293774e+00,-2.391660452e+00,-1.910562992e+00,-2.355906963e+00,-3.575659037e+00,-2.048625469e+00,7.000000000e+00,6.000000000e+00,8.000000000e+00,0.000000000e+00,-4.519904256e-01,1.684605837e+00,6.174733043e-01,1.000000000e+00,-1.372178674e+00,-2.744014025e+00,-6.943605542e-01,1.684602141e+00,-3.472942591e+00,-1.967983246e+00,2.859604597e+00,2.048625469e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,1.000000000e+00,-5.000000000e+00,1.700000000e+01,1.000000000e+00,1.000000000e+00,-4.971901417e+00,-1.804162979e+00,-8.775282502e-01,-4.965766907e+00,1.000000000e+00,1.310277939e+00,9.940118194e-01
85,2,8.449916840e-01,3.730242550e-01,-1.087988496e+00,1.589860439e+00,6.356179714e-01,-3.107342243e+00,-2.921773434e+00,-2.524591684e+00,-2.388271332e+00,-2.052720308e+00,-2.305823803e+00,-3.578218699e+00,-1.750151038e+00,6.000000000e+00,6.000000000e+00,7.000000000e+00,0.000000000e+00,7.068377733e-01,2.406210184e+00,7.447624207e-01,1.000000000e+00,-1.461005330e+00,-2.921575308e+00,4.594823420e-01,2.406182289e+00,-2.301832199e+00,-1.932948232e+00,2.282271385e+00,1.750151038e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,1.000000000e+00,1.407716751e+00,9.949272871e-01
85,3,1.063494325e+00,3.329084516e-01,-8.906288147e-01,1.064449072e+00,2.305674180e-02,-2.882155180e+00,-2.080775738e+00,-2.042190790e+00,-1.268900037e+00,-1.311643720e+00,-2.286849737e+00,-3.611294270e+00,2.366624117e+00,7.000000000e+00,6.000000000e+00,8.000000000e+00,0.000000000e+00,1.924676895e+00,2.273990631e+00,1.613593400e-01,1.000000000e+00,-1.223533154e+00,-2.446858406e+00,-2.530391812e-01,2.273988724e+00,-1.854825258e+00,-1.954087377e+00,2.484269619e+00,2.366624117e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,2.000000000e+00,-5.000000000e+00,9.000000000e+00,3.000000000e+00,1.000000000e+00,-5.186599255e+00,-1.793712378e+00,-1.126312494e+00,-5.180728912e+00,1.000000000e+00,1.310469151e+00,9.966496825e-01
86,0,1.260093093e+00,7.591478229e-01,-7.187858224e-01,6.100470424e-01,-4.313445687e-01,-3.368336439e+00,-3.116146326e+00,-2.722232580e+00,-2.487175465e+00,-2.221444130e+00,-2.737759113e+00,-3.867087364e+00,-1.820740581e+00,6.000000000e+00,7.000000000e+00,8.000000000e+00,0.000000000e+00,1.030085921e+00,2.736566067e+00,-2.930421829e-01,1.000000000e+00,-1.477922797e+00,-2.955447435e+00,5.541873574e-01,2.736556530e+00,-2.692055702e+00,-1.978839755e+00,2.448124647e+00,1.820740581e+00,4.000000000e+00,4.000000000e+00,0.000000000e+00,2.000000000e+00,4.000000000e+00,3.100000000e+01,4.000000000e+00,1.000000000e+00,-5.706425190e+00,-1.422471762e+00,1.443768293e-01,-5.698432922e+00,1.000000000e+00,4.141753038e-07,1.844872683e-01
86,1,1.061681509e+00,3.954695165e-01,-9.395530224e-01,1.168117762e+00,5.417480692e-02,-2.997129440e+00,-2.845206499e+00,-2.542580843e+00,-2.383488417e+00,-1.876487494e+00,-2.396501541e+00,-3.661775351e+00,2.215320826e+00,8.000000000e+00,7.000000000e+00,9.000000000e+00,0.000000000e+00,2.864031792e-01,2.019869804e+00,2.138755172e-01,1.000000000e+00,-1.335016847e+00,-2.669751406e+00,4.586917758e-01,2.019705772e+00,-2.320280552e+00,-2.001194715e+00,2.068050861e+00,2.215320826e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,1.000000000e+00,5.000000000e+00,3.000000000e+00,1.000000000e+00,1.000000000e+00,-4.822946072e+00,-2.160228014e+00,-1.656493902e+00,-4.820152283e+00,1.000000000e+00,4.141753038e-07,9.934931397e-01
87,0,8.500020504e-01,5.551331043e-01,-1.093017936e+00,8.700203896e-01,2.492265776e-02,-3.157606125e+00,-3.067110300e+00,-2.539629459e+00,-2.495151997e+00,-2.244834900e+00,-2.497867584e+00,-3.451868773e+00,-1.300537705e+00,3.000000000e+00,5.000000000e+00,6.000000000e+00,0.000000000e+00,1.450329721e-01,2.317427635e+00,9.186939150e-02,1.000000000e+00,-1.648136973e+00,-3.295300484e+00,-6.698435545e-01,2.317427397e+00,-3.717991590e+00,-1.942987204e+00,3.237014771e+00,1.300537705e+00,4.000000000e+00,4.000000000e+00,0.000000000e+00,3.000000000e+00,-4.000000000e+00,4.000000000e+00,1.000000000e+00,1.000000000e+00,-4.365808487e+00,-1.267288566e+00,7.160064578e-01,-4.343469620e+00,1.000000000e+00,4.141753038e-07,9.437131882e-01
87,1,7.813099027e-01,4.835768938e-01,-1.243031502e+00,9.272984862e-01,-1.140936613e-01,-3.165709496e+00,-3.113679171e+00,-2.577888727e+00,-2.576601744e+00,-2.280237198e+00,-2.507571936e+00,-3.462816715e+00,-1.308180928e+00,5.000000000e+00,7.000000000e+00,8.000000000e+00,0.000000000e+00,1.478985429e+00,3.019813776e+00,2.420884557e-02,1.000000000e+00,-1.726592660e+00,-3.451786995e+00,4.531541467e-01,3.019812107e+00,-2.607012749e+00,-2.024302959e+00,2.863046169e+00,1.308180928e+00,4.000000000e+00,4.000000000e+00,0.000000000e+00,3.000000000e+00,-4.000000000e+00,3.000000000e+01,1.000000000e+00,1.000000000e+00,-4.172475338e+00,-1.801823735e+00,-1.366533339e-01,-4.165775299e+00,1.000000000e+00,4.141753038e-07,9.803560972e-01
87,2,7.189305425e-01,2.983007431e-01,-1.242273569e+00,5.338079929e-01,-5.075834394e-01,-3.042475700e+00,-2.898120165e+00,-2.467603445e+00,-2.367837429e+00,-2.047052622e+00,-2.259249449e+00,-3.462323666e+00,1.623532295e+00,6.000000000e+00,6.000000000e+00,8.000000000e+00,0.000000000e+00,3.510017097e-01,2.222945690e+00,-3.692811131e-01,1.000000000e+00,-1.540566564e+00,-3.080456495e+00,8.788855076e-01,2.222499847e+00,-1.787327290e+00,-1.961171865e+00,1.664438963e+00,1.623532295e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,1.000000000e+00,5.000000000e+00,1.200000000e+01,1.000000000e+00,1.000000000e+00,-3.895281315e+00,-1.666465402e+00,-2.328813374e-01,-3.886092424e+00,1.000000000e+00,4.141753038e-07,9.975883961e-01
88,0,1.383882523e+00,9.708238840e-01,-4.577193260e-01,1.117792368e+00,1.635501683e-01,-3.507089138e+00,-3.437829494e+00,-2.827991009e+00,-2.851512671e+00,-2.415111542e+00,-2.812132359e+00,-3.917935848e+00,-1.604659915e+00,6.000000000e+00,5.000000000e+00,7.000000000e+00,0.000000000e+00,1.070559502e+00,2.950504303e+00,2.726945877e-01,1.000000000e+00,-1.428532839e+00,-2.856763601e+00,-1.282964349e+00,2.950504303e+00,-5.053489208e+00,-1.841572881e+00,4.664190292e+00,1.604659915e+00,4.000000000e+00,4.000000000e+00,0.000000000e+00,3.000000000e+00,-4.000000000e+00,1.000000000e+00,1.000000000e+00,1.000000000e+00,-5.821338654e+00,-1.549617290e+00,-2.663372457e-01,-5.817226410e+00,1.000000000e+00,4.141753038e-07,1.664703013e-04
88,1,1.037616372e+00,6.078522801e-01,-9.836260080e-01,9.577888250e-01,1.126910448e-01,-3.252481937e+00,-3.123200178e+00,-2.691146612e+00,-2.570791721e+00,-2.261516333e+00,-2.628825188e+00,-3.680935144e+00,-1.646227002e+00,4.000000000e+00,6.000000000e+00,6.000000000e+00,0.000000000e+00,1.072226048e+00,2.797708750e+00,1.796377897e-01,1.000000000e+00,-1.591465354e+00,-3.182214737e+00,-9.942018986e-01,2.797708750e+00,-4.166590691e+00,-2.021200895e+00,4.099679947e+00,1.646227002e+00,5.000000000e+00,5.000000000e+00,0.000000000e+00,2.000000000e+00,4.000000000e+00,3.500000000e+01,1.000000000e+00,1.000000000e+00,-4.735747814e+00,-1.762341022e+00,-3.266232014e-01,-4.728707314e+00,1.000000000e+00,4.141753038e-07,8.690505028e-01
88,2,6.289016604e-01,3.716705739e-01,-1.405392408e+00,-5.713093095e-03,-8.508085012e-01,-3.111844778e+00,-3.061893225e+00,-2.520867348e+00,-2.531181574e+00,-2.263700485e+00,-2.405543566e+00,-3.368622065e+00,-1.198329210e+00,3.000000000e+00,6.000000000e+00,6.000000000e+00,0.000000000e+00,-1.959486753e-01,2.165814877e+00,-7.838621736e-01,1.000000000e+00,-1.777047873e+00,-3.552274466e+00,5.510481447e-02,2.165801764e+00,-2.847589254e+00,-2.034258127e+00,2.378116131e+00,1.198329210e+00,1.000000000e+00,0.000000000e+00,1.000000000e+00,3.000000000e+00,-2.000000000e+00,1.000000000e+00,1.000000000e+00,1.000000000e+00,-5.261711121e+00,-2.391502142e+00,-1.232581377e+00,-5.260272980e+00,1.000000000e+00,4.141753038e-07,9.950007796e-01
88,3,8.704214096e-01,3.028746545e-01,-1.066010714e+00,9.679684639e-01,-7.342376560e-02,-2.892601252e+00,-2.746541739e+00,-2.434095860e+00,-2.291023016e+00,-1.866634965e+00,-2.239056110e+00,-3.459235191e+00,-1.981130838e+00,7.000000000e+00,6.000000000e+00,8.000000000e+00,0.000000000e+00,-2.852785289e-01,1.724098444e+00,6.487878412e-02,1.000000000e+00,-1.368880033e+00,-2.737363100e+00,1.497454941e-02,1.724015474e+00,-2.578843355e+00,-1.936399698e+00,2.133400202e+00,1.981130838e+00,3.000000000e+00,3.000000000e+00,0.000000000e+00,3.000000000e+00,-5.000000000e+00,6.000000000e+00,3.000000000e+00,1.000000000e+00,-4.067087173e+00,-1.023392677e+00,7.774540186e-01,-4.028208733e+00,1.000000000e+00,4.141753038e-07,9.974850416e-01
89,0,8.332480192e-01,8.113260865e-01,-1.027229309e+00,8.521523476e-01,-1.892396808e-01,-3.310281992e+00,-3.263885975e+00,-2.418237448e+00,-2.642895222e+00,-2.396321058e+00,-2.671580315e+00,-3.332157850e+00,-3.204125762e-01,4.000000000e+00,7.000000000e+00,8.000000000e+00,0.000000000e+00,6.415480375e-01,2.717592955e+00,-5.093719065e-02,1.000000000e+00,-1.838529944e+00,-3.675036192e+00,1.428454518e+00,2.717018604e+00,-2.025911570e+00,-1.860450387e+00,1.535213947e+00,3.204125762e-01,3.000000000e+00,0.000000000e+00,3.000000000e+00,3.000000000e+00,-1.000000000e+00,3.000000000e+00,1.000000000e+00,1.000000000e+00,-4.829236507e+00,-1.648814440e+00,3.991721272e-01,-4.820239544e+00,1.000000000e+00,4.141753038e-07,4.961509630e-02
89,1,1.048076272e+00,5.119338036e-01,-9.584647417e-01,4.908228517e-01,-6.231188178e-01,-3.069446325e+00,-2.962566376e+00,-2.581078291e+00,-2.470253468e+00,-2.045053005e+00,-2.518209696e+00,-3.604348898e+00,1.905788541e+00,7.000000000e+00,7.000000000e+00,9.000000000e+00,0.000000000e+00,5.701755881e-01,2.330196381e+00,-4.634185135e-01,1.000000000e+00,-1.470389605e+00,-2.940300465e+00,1.264826357e-01,2.330187798e+00,-2.855521679e+00,-2.006500721e+00,2.628890038e+00,1.905788541e+00,3.000000000e+00,3.000000000e+00,0.000000000e+00,3.000000000e+00,5.000000000e+00,7.000000000e+00,4.000000000e+00,1.000000000e+00,-5.325057030e+00,-3.932155371e+00,-4.895509243e+00,-5.325017452e+00,2.000000000e+00,4.141753038e-07,9.706662893e-01
89,2,1.096644282e+00,4.563779831e-01,-8.806470633e-01,5.846877098e-01,-5.292543173e-01,-3.003212452e+00,-2.860227346e+00,-2.543007851e+00,-2.395400286e+00,-1.902858257e+00,-2.433459044e+00,-3.642007828e+00,2.154045820e+00,8.000000000e+00,7.000000000e+00,9.000000000e+00,0.000000000e+00,1.530420065e+00,2.668103456e+00,-3.695539534e-01,1.000000000e+00,-1.337018728e+00,-2.673755884e+00,-1.721080989e-01,2.668102980e+00,-3.023535967e+00,-1.977253437e+00,3.332666636e+00,2.154045820e+00,3.000000000e+00,3.000000000e+00,0.000000000e+00,3.000000000e+00,5.000000000e+00,7.000000000e+00,4.000000000e+00,1.000000000e+00,-5.123469830e+00,-1.397622824e+00,-1.553005725e-01,-5.108651638e+00,2.000000000e+00,-1.166228652e+00,9.863442183e-01
90,0,9.249824286e-01,4.361816645e-01,-1.085171223e+00,6.491330862e-01,-3.922585845e-01,-3.116360426e+00,-2.986574173e+00,-2.609386206e+00,-2.489165783e+00,-2.120704889e+00,-2.446094036e+00,-3.603981018e+00,-1.791224957e+00,6.000000000e+00,7.000000000e+00,8.000000000e+00,0.000000000e+00,1.259911418e+00,2.750737429e+00,-2.539561987e-01,1.000000000e+00,-1.521343470e+00,-3.042112112e+00,7.734640837e-01,2.750713348e+00,-2.151955605e+00,-2.010114431e+00,2.345764399e+00,1.791224957e+00,3.000000000e+00,3.000000000e+00,0.000000000e+00,3.000000000e+00,-5.000000000e+00,1.800000000e+01,4.000000000e+00,1.000000000e+00,-5.387125492e+00,-1.398381829e+00,2.813505232e-01,-5.374197960e+00,2.000000000e+00,-1.357660890e+00,9.894368649e-01
90,1,1.027927041e+00,4.227633476e-01,-9.681705832e-01,8.265639544e-01,-1.276780516e-01,-2.947163582e+00,-2.851152420e+00,-2.371158123e+00,-2.393584251e+00,-1.766071081e+00,-2.418593884e+00,-3.551164150e+00,-2.070816517e+00,6.000000000e+00,6.000000000e+00,7.000000000e+00,0.000000000e+00,1.242445350e+00,2.387367487e+00,-1.853371225e-02,1.000000000e+00,-1.390927076e+00,-2.781455994e+00,5.739318132e-01,2.387316227e+00,-2.242447376e+00,-1.996058583e+00,2.440951109e+00,2.070816517e+00,3.000000000e+00,3.000000000e+00,0.000000000e+00,3.000000000e+00,-5.000000000e+00,6.000000000e+00,3.000000000e+00,1.000000000e+00,-4.779826164e+00,-2.460655212e+00,-2.136614561e+00,-4.778415680e+00,2.000000000e+00,8.902021646e-01,9.910390973e-01
90,2,9.693868160e-01,4.201304317e-01,-9.702169299e-01,1.726554513e+00,6.851618886e-01,-3.072763205e+00,-2.810600281e+00,-2.566485167e+00,-2.326139927e+00,-2.017343521e+00,-2.359552622e+00,-3.620716333e+00,-1.937307358e+00,7.000000000e+00,6.000000000e+00,8.000000000e+00,0.000000000e+00,1.071256161e+00,2.553022385e+00,8.234645128e-01,1.000000000e+00,-1.390340567e+00,-2.780354500e+00,3.205327392e-01,2.553014994e+00,-2.425714016e+00,-1.939569950e+00,2.541281700e+00,1.937307358e+00,2.000000000e+00,2.000000000e+00,0.000000000e+00,3.000000000e+00,-5.000000000e+00,1.800000000e+01,4.000000000e+00,1.000000000e+00,-4.479173183e+00,-1.126132488e+00,5.959483385e-01,-4.448760033e+00,2.000000000e+00,-1.355675101e+00,9.913188815e-01
90,3,9.397669435e-01,3.807024360e-01,-9.938265085e-01,9.566456079e-01,-8.474659920e-02,-3.011573553e+00,-2.856566429e+00,-2.537072182e+00,-2.386177063e+00,-1.978115916e+00,-2.314103842e+00,-3.569469929e+00,1.960826397e+00,7.000000000e+00,6.000000000e+00,8.000000000e+00,0.000000000e+00,1.024280190e+00,2.490297794e+00,5.355594680e-02,1.000000000e+00,-1.374522805e+00,-2.748716116e+00,-3.353673220e-01,2.490297318e+00,-3.101803780e+00,-1.933560371e+00,3.233562231e+00,1.960826397e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,1.000000000e+00,5.000000000e+00,2.100000000e+01,1.000000000e+00,1.000000000e+00,-5.562041283e+00,-1.572686434e+00,-3.727885485e-01,-5.554724216e+00,1.000000000e+00,1.234841943e+00,9.944840074e-01
90,4,9.688694477e-01,3.249220252e-01,-9.727410078e-01,6.073802710e-01,-4.340113103e-01,-2.986492634e+00,-2.616954327e+00,-2.175039291e+00,-1.937584162e+00,-1.531141877e+00,-2.266370058e+00,-3.629009008e+00,-2.162751198e+00,7.000000000e+00,6.000000000e+00,8.000000000e+00,0.000000000e+00,2.128633261e+00,2.595749617e+00,-2.957089245e-01,1.000000000e+00,-1.297658324e+00,-2.595076561e+00,1.184212685e+00,2.595422983e+00,-1.078325748e+00,-1.941576481e+00,1.817672968e+00,2.162751198e+00,4.000000000e+00,4.000000000e+00,0.000000000e+00,1.000000000e+00,-5.000000000e+00,1.900000000e+01,1.000000000e+00,1.000000000e+00,-4.013705730e+00,-1.322265267e+00,-6.841396913e-03,-3.993708372e+00,1.000000000e+00,4.141753038e-07,9.969016314e-01
91,0,8.869459033e-01,6.907297969e-01,-9.959256649e-01,6.687949300e-01,-1.763025224e-01,-3.351250648e+00,-3.217344522e+00,-2.609288454e+00,-2.594561577e+00,-2.413136721e+00,-2.573382616e+00,-3.546910048e+00,-1.023514867e+00,4.000000000e+00,6.000000000e+00,6.000000000e+00,0.000000000e+00,-1.434614062e-01,2.342103720e+00,-1.093558222e-01,1.000000000e+00,-1.686638594e+00,-3.372234583e+00,1.180653214e+00,2.341068745e+00,-2.104753733e+00,-1.882842660e+00,1.341887712e+00,1.023514867e+00,3.000000000e+00,2.000000000e+00,1.000000000e+00,3.000000000e+00,-2.000000000e+00,7.000000000e+00,1.000000000e+00,1.000000000e+00,-4.878459454e+00,-4.328172684e+00,-5.222388268e+00,-4.878440857e+00,1.000000000e+00,4.141753038e-07,5.468499064e-01
91,1,9.893504977e-01,3.773642778e-01,-9.705546498e-01,1.011679649e+00,-2.971254289e-02,-2.976936102e+00,-2.823468208e+00,-2.508774042e+00,-2.356476784e+00,-1.896893501e+00,-2.337066412e+00,-3.587650776e+00,2.087025404e+00,7.000000000e+00,6.000000000e+00,8.000000000e+00,0.000000000e+00,-8.184279799e-01,1.488260746e+00,1.085899994e-01,1.000000000e+00,-1.347913146e+00,-2.695517778e+00,2.170186192e-01,1.487637281e+00,-2.516778469e+00,-1.959869623e+00,1.730206609e+00,2.087025404e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,1.000000000e+00,5.000000000e+00,2.300000000e+01,1.000000000e+00,1.000000000e+00,-5.327939034e+00,-1.224042177e+00,1.973837465e-01,-5.307994843e+00,1.000000000e+00,7.927963734e-01,9.946822524e-01
91,2,7.450498939e-01,3.592532873e-01,-1.351759911e+00,8.527305126e-01,-1.015115231e-01,-3.087740421e+00,-2.991096497e+00,-2.479367733e+00,-2.411488533e+00,-2.093647957e+00,-2.455631256e+00,-3.472777128e+00,-1.536208034e+00,4.000000000e+00,7.000000000e+00,7.000000000e+00,0.000000000e+00,-8.133984208e-01,1.687278271e+00,7.632779889e-03,1.000000000e+00,-1.711000443e+00,-3.420582771e+00,2.971424460e-01,1.686917782e+00,-2.473582029e+00,-2.096765041e+00,1.707617760e+00,1.536208034e+00,3.000000000e+00,3.000000000e+00,0.000000000e+00,3.000000000e+00,-4.000000000e+00,3.400000000e+01,3.000000000e+00,1.000000000e+00,-5.502202511e+00,-1.956333399e+00,-4.810413122e-01,-5.498939037e+00,1.000000000e+00,1.139940858e+00,9.956192374e-01
91,3,9.799664021e-01,3.287919462e-01,-1.030748129e+00,8.257865906e-01,-2.881559432e-01,-2.960335970e+00,-2.779600143e+00,-2.399024010e+00,-2.260639429e+00,-1.747933865e+00,-2.339286566e+00,-3.610133648e+00,2.179830551e+00,8.000000000e+00,7.000000000e+00,9.000000000e+00,0.000000000e+00,2.303451002e-01,1.863147616e+00,-1.284553409e-01,1.000000000e+00,-1.359534621e+00,-2.718732357e+00,-1.693650484e-01,1.863128901e+00,-2.758626938e+00,-2.010674715e+00,2.545138121e+00,2.179830551e+00,3.000000000e+00,3.000000000e+00,0.000000000e+00,2.000000000e+00,-5.000000000e+00,1.300000000e+01,3.000000000e+00,1.000000000e+00,-5.603075027e+00,-1.738015652e+00,-7.727208734e-01,-5.598345280e+00,1.000000000e+00,7.931063175e-01,9.967825413e-01
92,0,8.823320866e-01,7.537651658e-01,-1.072578192e+00,6.545920372e-01,-2.996497452e-01,-3.359736443e+00,-3.260148525e+00,-2.581103325e+00,-2.616777897e+00,-2.452578783e+00,-2.708375692e+00,-3.487961054e+00,-8.079290986e-01,4.000000000e+00,7.000000000e+00,7.000000000e+00,0.000000000e+00,-1.271259308e+00,1.817069054e+00,-1.905054450e-01,1.000000000e+00,-1.826319218e+00,-3.650666714e+00,-7.653401494e-01,1.817067504e+00,-4.130165100e+00,-1.954876065e+00,2.745620012e+00,8.079290986e-01,2.000000000e+00,0.000000000e+00,2.000000000e+00,3.000000000e+00,-2.000000000e+00,6.000000000e+00,2.000000000e+00,1.000000000e+00,-5.219509602e+00,-2.544819832e+00,-1.439708471e+00,-5.218477726e+00,1.000000000e+00,4.141753038e-07,2.067293227e-01
92,1,7.185359597e-01,4.024549127e-01,-1.301689267e+00,5.586609840e-01,-4.827305079e-01,-3.114944220e+00,-3.059855700e+00,-2.494154692e+00,-2.496564865e+00,-2.178143740e+00,-2.422323465e+00,-3.430419922e+00,1.356752396e+00,5.000000000e+00,7.000000000e+00,8.000000000e+00,0.000000000e+00,-2.279691219e+00,1.040970564e+00,-3.444281816e-01,1.000000000e+00,-1.704130650e+00,-3.406945229e+00,1.397090703e-01,1.037521720e+00,-2.759197474e+00,-2.020188332e+00,1.216206193e+00,1.356752396e+00,4.000000000e+00,4.000000000e+00,0.000000000e+00,3.000000000e+00,4.000000000e+00,9.000000000e+00,1.000000000e+00,1.000000000e+00,-4.788038254e+00,-2.693382502e+00,-1.977086663e+00,-4.787213802e+00,1.000000000e+00,4.141753038e-07,9.929506779e-01
93,0,1.194344997e+00,7.003980279e-01,-8.508430123e-01,5.657842159e-01,-3.884573579e-01,-3.263315201e+00,-3.151808023e+00,-2.744468451e+00,-2.587186098e+00,-2.250685453e+00,-2.745274067e+00,-3.755578279e+00,-1.803743362e+00,5.000000000e+00,6.000000000e+00,7.000000000e+00,0.000000000e+00,9.249790907e-01,2.713252306e+00,-2.793131173e-01,1.000000000e+00,-1.551228642e+00,-3.101865530e+00,-4.200911224e-01,2.713252306e+00,-3.705633402e+00,-2.045142889e+00,3.469494104e+00,1.803743362e+00,4.000000000e+00,4.000000000e+00,0.000000000e+00,3.000000000e+00,-4.000000000e+00,1.900000000e+01,3.000000000e+00,1.000000000e+00,-5.111087322e+00,-2.482233763e+00,-1.865067124e+00,-5.109843731e+00,1.000000000e+00,4.141753038e-07,4.917674065e-01
