event_idx,track_idx,muon_pixel_tracks_p,muon_pixel_tracks_pt,muon_pixel_tracks_ptErr,muon_pixel_tracks_chi2,muon_pixel_tracks_normalizedChi2,muon_pixel_tracks_etaErr,muon_pixel_tracks_phiErr,muon_pixel_tracks_dszErr,muon_pixel_tracks_dxyErr,muon_pixel_tracks_dzErr,muon_pixel_tracks_qoverpErr,muon_pixel_tracks_lambdaErr,muon_pixel_tracks_eta,muon_pixel_tracks_nPixelHits,muon_pixel_tracks_nTrkLays,muon_pixel_tracks_nFoundHits,muon_pixel_tracks_nLostHits,muon_pixel_tracks_impact3D,muon_pixel_tracks_impactSignificance,muon_pixel_tracks_chi2PerHit,muon_pixel_tracks_hitEfficiency,muon_pixel_tracks_sigmaPtOverPt,muon_pixel_tracks_relUncertaintyProduct,muon_pixel_tracks_sip2D,muon_pixel_tracks_sipZ,muon_pixel_tracks_dxyOverPt,muon_pixel_tracks_ptErrOverP,muon_pixel_tracks_dzOverDxy,muon_pixel_tracks_absEta,L1TkMu_nStubs,L1TkMu_nStubs_Endcap,L1TkMu_nStubs_Barrel,L1TkMu_stubQual_max,L1TkMu_stubMax_etaRegion,L1TkMu_stubMax_phiRegion,L1TkMu_stubMax_depthRegion,L1TkMu_hasMatch,L1TkMu_dR2min,L1TkMu_dPtNorm,L1TkMu_chi2Pt,L1TkMu_matchingScore,L1TkMu_nCompatible,L1TkMu_secondBest_dR2,is_low_pt
25,3,6.379132271e-01,3.053837717e-01,-1.082956672e+00,-3.187376261e-01,-7.958570719e-01,-3.027238131e+00,-2.853885174e+00,-2.499282837e+00,-2.419612169e+00,-2.166826725e+00,-2.026123047e+00,-3.359236002e+00,1.399765134e+00,4.000000000e+00,4.000000000e+00,4.000000000e+00,0.000000000e+00,9.244762063e-01,2.629129171e+00,-9.207949042e-01,1.000000000e+00,-1.388334870e+00,-2.776341915e+00,-6.780283898e-02,2.629128218e+00,-2.792643785e+00,-1.720852256e+00,2.949634075e+00,1.399765134e+00,2.000000000e+00,2.000000000e+00,0.000000000e+00,3.000000000e+00,4.000000000e+00,2.000000000e+00,2.000000000e+00,1.000000000e+00,-4.067565918e+00,-1.996718168e+00,-1.225531340e+00,-4.063262939e+00,1.000000000e+00,8.098430037e-01,9.974259734e-01
26,0,1.262002349e+00,6.207253337e-01,-6.716738939e-01,1.086128950e+00,4.473658651e-02,-3.187933683e+00,-2.987504244e+00,-2.619633675e+00,-2.463547945e+00,-1.978496075e+00,-2.554214716e+00,-3.826955318e+00,2.156436205e+00,7.000000000e+00,6.000000000e+00,8.000000000e+00,0.000000000e+00,1.287435651e+00,2.622256279e+00,1.830391884e-01,1.000000000e+00,-1.292392731e+00,-2.584602356e+00,1.108711772e-02,2.622255087e+00,-3.072798967e+00,-1.933640957e+00,3.096182108e+00,2.156436205e+00,4.000000000e+00,4.000000000e+00,0.000000000e+00,3.000000000e+00,5.000000000e+00,1.400000000e+01,3.000000000e+00,1.000000000e+00,-4.858786583e+00,-1.357374549e+00,-1.672963500e-01,-4.841443062e+00,1.000000000e+00,7.887046337e-01,8.387122750e-01
26,1,6.348618865e-01,6.138544679e-01,-1.268214941e+00,7.182801962e-01,-2.359616309e-01,-3.224014521e+00,-3.273737669e+00,-2.498983383e+00,-2.680264235e+00,-2.477982521e+00,-2.516755104e+00,-3.244985819e+00,3.135485053e-01,4.000000000e+00,7.000000000e+00,7.000000000e+00,0.000000000e+00,1.116018414e+00,3.036192179e+00,-1.268173158e-01,1.000000000e+00,-1.882044315e+00,-3.761597872e+00,1.399015546e+00,3.036076784e+00,-1.895277023e+00,-1.903050065e+00,1.839412093e+00,3.135485053e-01,3.000000000e+00,0.000000000e+00,3.000000000e+00,3.000000000e+00,1.000000000e+00,2.000000000e+00,1.000000000e+00,1.000000000e+00,-5.561778545e+00,-2.442667484e+00,-1.118276238e+00,-5.560784340e+00,1.000000000e+00,7.879980206e-01,8.556674719e-01
26,2,6.906585097e-01,4.053656161e-01,-1.077432036e+00,3.354791701e-01,-1.416416764e-01,-3.094781399e+00,-2.841049671e+00,-2.273563862e+00,-2.153743982e+00,-1.988310218e+00,-2.173301935e+00,-3.379572868e+00,1.274854183e+00,3.000000000e+00,4.000000000e+00,4.000000000e+00,0.000000000e+00,6.123047471e-01,2.294507027e+00,-2.665801942e-01,1.000000000e+00,-1.482789516e+00,-2.965109825e+00,-7.002614439e-02,2.294502974e+00,-2.629013062e+00,-1.768070221e+00,2.529910326e+00,1.274854183e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,2.000000000e+00,-3.000000000e+00,1.000000000e+00,3.000000000e+00,1.000000000e+00,-4.497878551e+00,-1.521112800e+00,-1.024251655e-01,-4.485390186e+00,1.000000000e+00,5.941467285e-01,9.927088022e-01
26,3,4.111316204e-01,3.806720376e-01,-1.511404395e+00,5.770164132e-01,-3.772251606e-01,-3.118304968e+00,-3.184009314e+00,-2.404438496e+00,-2.606103420e+00,-2.373986244e+00,-2.303034544e+00,-3.148723125e+00,3.789213300e-01,4.000000000e+00,7.000000000e+00,7.000000000e+00,0.000000000e+00,1.863649845e+00,3.305913925e+00,-2.680809200e-01,1.000000000e+00,-1.892056465e+00,-3.781447172e+00,-6.696916819e-01,3.305913925e+00,-3.654678822e+00,-1.922513604e+00,4.206978321e+00,3.789213300e-01,2.000000000e+00,0.000000000e+00,2.000000000e+00,3.000000000e+00,1.000000000e+00,2.000000000e+00,2.000000000e+00,1.000000000e+00,-5.720958233e+00,-1.935553670e+00,-9.701757878e-02,-5.718576908e+00,1.000000000e+00,5.944064856e-01,9.944857955e-01
26,4,6.122081876e-01,3.190640509e-01,-1.433671474e+00,6.807085276e-01,-2.735332549e-01,-3.058003187e+00,-2.995773077e+00,-2.439569473e+00,-2.422404051e+00,-2.146483898e+00,-2.364461422e+00,-3.350669146e+00,-1.295926452e+00,4.000000000e+00,7.000000000e+00,7.000000000e+00,0.000000000e+00,7.467594743e-01,2.519925117e+00,-1.643889546e-01,1.000000000e+00,-1.752722502e+00,-3.503713608e+00,-1.664449871e-01,2.519924164e+00,-2.907677174e+00,-2.045842886e+00,2.962175369e+00,1.295926452e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,3.000000000e+00,-4.000000000e+00,3.000000000e+01,1.000000000e+00,1.000000000e+00,-5.277704239e+00,-2.368873358e+00,-1.228726149e+00,-5.276202202e+00,1.000000000e+00,1.000284910e+00,9.970717430e-01
26,5,3.604925573e-01,3.130465150e-01,-1.524577737e+00,1.442396522e+00,4.010039270e-01,-3.031761408e+00,-3.119980097e+00,-2.405432463e+00,-2.619679928e+00,-2.357997894e+00,-2.197888613e+00,-3.079153538e+00,4.759925306e-01,4.000000000e+00,7.000000000e+00,8.000000000e+00,0.000000000e+00,-1.438370943e+00,1.640172720e+00,5.393065810e-01,1.000000000e+00,-1.837608695e+00,-3.673052788e+00,5.999059081e-01,1.638361335e+00,-2.332907915e+00,-1.885051250e+00,1.300174117e+00,4.759925306e-01,1.000000000e+00,0.000000000e+00,1.000000000e+00,3.000000000e+00,1.000000000e+00,2.000000000e+00,1.000000000e+00,1.000000000e+00,-5.476870537e+00,-1.912228465e+00,-1.598158628e-01,-5.473165035e+00,1.000000000e+00,9.994553924e-01,9.972345233e-01
27,0,1.756048203e+00,1.165273905e+00,-1.435299963e-02,1.633713722e+00,5.923212171e-01,-3.589483261e+00,-3.314670801e+00,-2.974482536e+00,-2.696921349e+00,-2.384012699e+00,-2.935298204e+00,-4.175395489e+00,2.036575079e+00,7.000000000e+00,6.000000000e+00,8.000000000e+00,0.000000000e+00,5.762940645e-01,2.672356129e+00,7.306238413e-01,1.000000000e+00,-1.179620862e+00,-2.359152317e+00,1.042784929e+00,2.672236443e+00,-2.819339991e+00,-1.770376086e+00,1.942451715e+00,2.036575079e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,1.000000000e+00,4.141753038e-07,4.311441870e-09
27,1,8.007901907e-01,4.118423760e-01,-1.253269315e+00,1.306753308e-01,-9.832641482e-01,-2.926665545e+00,-2.879002094e+00,-2.266675949e+00,-2.377073765e+00,-1.877775669e+00,-2.465241671e+00,-3.315082312e+00,1.544162750e+00,5.000000000e+00,7.000000000e+00,9.000000000e+00,0.000000000e+00,-9.136900902e-01,1.421228766e+00,-8.235645890e-01,1.000000000e+00,-1.665099263e+00,-3.328770876e+00,-1.097527612e-02,1.420931816e+00,-2.799721241e+00,-2.054018021e+00,1.931170106e+00,1.544162750e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.141753038e-07,9.921343327e-01
27,2,8.598728180e-01,3.277148902e-01,-1.160444617e+00,1.465736270e+00,4.243437052e-01,-3.007461548e+00,-2.882412434e+00,-2.521663666e+00,-2.414339066e+00,-1.989607573e+00,-2.347760439e+00,-3.538558245e+00,1.896195054e+00,6.000000000e+00,7.000000000e+00,8.000000000e+00,0.000000000e+00,3.458754420e-01,2.162591934e+00,5.626463890e-01,1.000000000e+00,-1.488152266e+00,-2.975739241e+00,-1.485582441e-01,2.162586927e+00,-2.890388012e+00,-2.020277977e+00,2.735788822e+00,1.896195054e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,3.000000000e+00,4.000000000e+00,3.200000000e+01,1.000000000e+00,1.000000000e+00,-5.585579872e+00,-1.863718867e+00,-7.391989231e-01,-5.581940651e+00,1.000000000e+00,1.193915963e+00,9.968163371e-01
27,3,8.437756300e-01,3.250792325e-01,-1.134884000e+00,1.334830284e+00,4.897323251e-01,-3.023151398e+00,-2.872859001e+00,-2.477326155e+00,-2.374192238e+00,-1.958720446e+00,-2.303510189e+00,-3.540795088e+00,-1.863720536e+00,5.000000000e+00,6.000000000e+00,6.000000000e+00,0.000000000e+00,1.706381917e+00,2.811951160e+00,5.566791296e-01,1.000000000e+00,-1.459956527e+00,-2.919430017e+00,-1.010069624e-01,2.811950922e+00,-2.800107479e+00,-1.978624225e+00,3.328363657e+00,1.863720536e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,1.000000000e+00,-5.000000000e+00,3.200000000e+01,1.000000000e+00,1.000000000e+00,-5.030530930e+00,-2.280925989e+00,-1.637501240e+00,-5.028505325e+00,1.000000000e+00,1.193783760e+00,9.968968630e-01
28,0,1.149531126e+00,7.395195961e-01,-7.912799716e-01,1.057211161e+00,1.581881940e-02,-3.330757856e+00,-3.248405933e+00,-2.684841394e+00,-2.663670540e+00,-2.274958372e+00,-2.680079222e+00,-3.739311218e+00,-1.597048521e+00,6.000000000e+00,6.000000000e+00,8.000000000e+00,0.000000000e+00,1.583971739e+00,3.067026138e+00,1.541214287e-01,1.000000000e+00,-1.530787349e+00,-3.061058044e+00,1.474400610e-01,3.067025900e+00,-3.255168200e+00,-1.940775752e+00,3.308274269e+00,1.597048521e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,2.000000000e+00,4.000000000e+00,3.200000000e+01,1.000000000e+00,1.000000000e+00,-4.793641090e+00,-2.020754099e+00,-9.882312417e-01,-4.789775848e+00,1.000000000e+00,4.492969215e-01,2.731568813e-01
28,1,7.434706092e-01,7.284793854e-01,-1.152953148e+00,5.292866230e-01,-4.249548316e-01,-3.267498970e+00,-3.199032068e+00,-2.404393911e+00,-2.543389559e+00,-2.389406443e+00,-2.624701738e+00,-3.282461882e+00,-2.642632127e-01,4.000000000e+00,7.000000000e+00,7.000000000e+00,0.000000000e+00,9.105483890e-01,2.844825268e+00,-3.158105910e-01,1.000000000e+00,-1.881405592e+00,-3.760344505e+00,1.114668846e+00,2.844749928e+00,-2.157289505e+00,-1.896395564e+00,1.884098053e+00,2.642632127e-01,2.000000000e+00,0.000000000e+00,2.000000000e+00,3.000000000e+00,-1.000000000e+00,0.000000000e+00,3.000000000e+00,1.000000000e+00,-5.293393135e+00,-1.713470817e+00,3.192509115e-01,-5.286695480e+00,1.000000000e+00,3.682373464e-02,3.311267197e-01
28,2,8.193995953e-01,7.260292768e-01,-1.123427272e+00,7.493978143e-01,-2.919941247e-01,-3.355460644e+00,-3.233265400e+00,-2.612088680e+00,-2.621066809e+00,-2.518752575e+00,-2.668585777e+00,-3.448594809e+00,-6.794629097e-01,4.000000000e+00,7.000000000e+00,8.000000000e+00,0.000000000e+00,9.182474613e-01,2.978042841e+00,-1.536916345e-01,1.000000000e+00,-1.849431515e+00,-3.696685314e+00,1.204474092e+00,2.977981329e+00,-2.142743111e+00,-1.942794442e+00,1.875848293e+00,6.794629097e-01,4.000000000e+00,0.000000000e+00,4.000000000e+00,3.000000000e+00,-1.000000000e+00,4.000000000e+00,1.000000000e+00,1.000000000e+00,-4.761435986e+00,-1.706015348e+00,2.699244022e-01,-4.753457069e+00,1.000000000e+00,3.851762414e-02,3.445957303e-01
28,3,1.002583981e+00,6.252298951e-01,-1.085420609e+00,6.465377212e-01,-3.077040017e-01,-3.139575243e+00,-3.176468849e+00,-2.390981436e+00,-2.609544277e+00,-2.013689280e+00,-2.712768078e+00,-3.516101122e+00,-1.514837623e+00,4.000000000e+00,7.000000000e+00,7.000000000e+00,0.000000000e+00,-2.989379764e-01,1.864279985e+00,-1.985597163e-01,1.000000000e+00,-1.710633397e+00,-3.419920444e+00,-1.966322511e-01,1.864263535e+00,-3.430412054e+00,-2.087956667e+00,2.656605482e+00,1.514837623e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,2.000000000e+00,4.000000000e+00,2.400000000e+01,2.000000000e+00,1.000000000e+00,-4.953418732e+00,-1.838776469e+00,-2.436189353e-01,-4.947726727e+00,1.000000000e+00,4.141753038e-07,8.265837431e-01
28,4,1.211209893e+00,4.518974423e-01,-6.278882623e-01,6.218680143e-01,-4.195235968e-01,-2.989958525e+00,-1.533380270e+00,-2.384616375e+00,-1.004589438e+00,-1.625390768e+00,-2.290880680e+00,-3.747262001e+00,2.433867931e+00,8.000000000e+00,6.000000000e+00,8.000000000e+00,0.000000000e+00,1.676987052e+00,2.463902712e+00,-2.812212408e-01,1.000000000e+00,-1.079782128e+00,-2.159480333e+00,-2.501183033e+00,2.463902712e+00,-3.953888655e+00,-1.839069963e+00,4.343018055e+00,2.433867931e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.141753038e-07,9.871129394e-01
28,5,8.054407239e-01,4.199632406e-01,-1.175466299e+00,1.260651946e+00,3.064095974e-01,-3.131634474e+00,-3.026371002e+00,-2.527372360e+00,-2.471728325e+00,-2.141980648e+00,-2.400614977e+00,-3.516272306e+00,1.535401821e+00,5.000000000e+00,6.000000000e+00,7.000000000e+00,0.000000000e+00,1.262335062e+00,2.773209095e+00,4.155540168e-01,1.000000000e+00,-1.595418692e+00,-3.190046072e+00,7.493390143e-02,2.773208380e+00,-2.816601753e+00,-1.980871797e+00,3.027982473e+00,1.535401821e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,1.000000000e+00,5.000000000e+00,1.000000000e+00,3.000000000e+00,1.000000000e+00,-4.466896057e+00,-2.005831718e+00,-8.122656345e-01,-4.462756634e+00,1.000000000e+00,4.141753038e-07,9.913362265e-01
29,0,7.229327559e-01,7.206713557e-01,-1.169445753e+00,6.340857744e-01,-3.201558888e-01,-3.195472240e+00,-3.258316755e+00,-2.330910921e+00,-2.590051889e+00,-2.328649998e+00,-2.612872362e+00,-3.197730064e+00,1.021375880e-01,4.000000000e+00,7.000000000e+00,7.000000000e+00,0.000000000e+00,2.070889473e+00,3.364187479e+00,-2.110116184e-01,1.000000000e+00,-1.890089631e+00,-3.777630806e+00,1.920944303e-01,3.364187241e+00,-3.118227482e+00,-1.892350912e+00,3.433462858e+00,1.021375880e-01,4.000000000e+00,0.000000000e+00,4.000000000e+00,3.000000000e+00,0.000000000e+00,0.000000000e+00,1.000000000e+00,1.000000000e+00,-5.900527954e+00,-2.323710680e+00,-8.632234931e-01,-5.900106430e+00,1.000000000e+00,4.141753038e-07,3.746345341e-01
29,1,7.992045879e-01,6.374502182e-01,-1.169796705e+00,6.031240821e-01,-3.511175215e-01,-3.308218718e+00,-3.211401701e+00,-2.611561537e+00,-2.618328094e+00,-2.449862480e+00,-2.606169462e+00,-3.469574690e+00,-9.175187349e-01,4.000000000e+00,7.000000000e+00,7.000000000e+00,0.000000000e+00,-1.135160495e-02,2.444308758e+00,-2.419732809e-01,1.000000000e+00,-1.807225466e+00,-3.612610102e+00,-1.545960069e+00,2.444308758e+00,-4.775246620e+00,-1.968967199e+00,4.152511120e+00,9.175187349e-01,3.000000000e+00,0.000000000e+00,3.000000000e+00,3.000000000e+00,-2.000000000e+00,7.000000000e+00,1.000000000e+00,1.000000000e+00,-4.968581676e+00,-2.201620579e+00,-7.943121195e-01,-4.966113091e+00,1.000000000e+00,4.141753038e-07,7.893133163e-01
29,2,1.031682968e+00,5.613458157e-01,-1.023617983e+00,1.355082035e+00,3.136895299e-01,-3.215686798e+00,-3.127342939e+00,-2.689785004e+00,-2.640894413e+00,-2.219588280e+00,-2.616366863e+00,-3.684632301e+00,-1.746162415e+00,5.000000000e+00,7.000000000e+00,8.000000000e+00,0.000000000e+00,1.144554019e+00,2.791937351e+00,4.519921839e-01,1.000000000e+00,-1.584951639e+00,-3.169189930e+00,-1.066932797e+00,2.791937351e+00,-4.261366844e+00,-2.055256128e+00,4.278087616e+00,1.746162415e+00,2.000000000e+00,2.000000000e+00,0.000000000e+00,3.000000000e+00,-4.000000000e+00,1.100000000e+01,1.000000000e+00,1.000000000e+00,-4.839951515e+00,-1.871583104e+00,-5.848883390e-01,-4.834552288e+00,1.000000000e+00,2.133953944e-02,9.379585385e-01
29,3,6.744824648e-01,5.341296196e-01,-1.295993924e+00,6.529655457e-01,-3.012761772e-01,-3.238894701e+00,-3.181372881e+00,-2.513936281e+00,-2.561308384e+00,-2.373622656e+00,-2.504318953e+00,-3.378960371e+00,-8.478792310e-01,4.000000000e+00,7.000000000e+00,7.000000000e+00,0.000000000e+00,9.033253789e-01,2.825387955e+00,-1.921319216e-01,1.000000000e+00,-1.830102682e+00,-3.658126116e+00,-6.526579857e-01,2.825387955e+00,-3.745830297e+00,-1.970444322e+00,3.665078640e+00,8.478792310e-01,2.000000000e+00,0.000000000e+00,2.000000000e+00,3.000000000e+00,-2.000000000e+00,7.000000000e+00,2.000000000e+00,1.000000000e+00,-4.948628902e+00,-1.867238641e+00,-8.598832786e-02,-4.943290234e+00,1.000000000e+00,4.141753038e-07,9.592373371e-01
29,4,7.559994459e-01,4.740310609e-01,-1.279207945e+00,3.445230126e-01,-5.005738139e-01,-3.190801859e+00,-3.111116171e+00,-2.544055700e+00,-2.520166874e+00,-2.262159824e+00,-2.508896589e+00,-3.472154856e+00,1.265889525e+00,3.000000000e+00,6.000000000e+00,6.000000000e+00,0.000000000e+00,8.851141334e-01,2.704796791e+00,-4.336272180e-01,1.000000000e+00,-1.753222466e+00,-3.504893303e+00,1.067349501e-02,2.704796076e+00,-2.983250618e+00,-2.035168409e+00,2.952054024e+00,1.265889525e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,2.000000000e+00,-3.000000000e+00,3.100000000e+01,1.000000000e+00,1.000000000e+00,-4.952848911e+00,-2.473377705e+00,-1.443422318e+00,-4.951521873e+00,1.000000000e+00,4.141753038e-07,9.827500582e-01
29,5,4.353332818e-01,4.352936149e-01,-1.461030602e+00,7.624493837e-01,-1.917925328e-01,-3.073050976e+00,-3.126002312e+00,-2.275278807e+00,-2.500005960e+00,-2.275239229e+00,-2.331576347e+00,-3.073090553e+00,1.351787522e-02,4.000000000e+00,7.000000000e+00,7.000000000e+00,0.000000000e+00,1.666089058e+00,3.108365536e+00,-8.264819533e-02,1.000000000e+00,-1.896302342e+00,-3.789987087e+00,-4.113111496e-01,3.108365536e+00,-3.345785141e+00,-1.896342039e+00,3.744146109e+00,1.351787522e-02,1.000000000e+00,0.000000000e+00,1.000000000e+00,3.000000000e+00,0.000000000e+00,0.000000000e+00,4.000000000e+00,1.000000000e+00,-5.203934669e+00,-2.671362162e+00,-1.552291512e+00,-5.203157902e+00,1.000000000e+00,4.141753038e-07,9.895527363e-01
29,6,9.964359999e-01,3.654983640e-01,-9.857245088e-01,9.766108990e-01,-6.478130817e-02,-2.949489117e+00,-2.842288733e+00,-2.310453176e+00,-2.354503393e+00,-1.679583311e+00,-2.347435951e+00,-3.579162359e+00,-2.131966114e+00,7.000000000e+00,7.000000000e+00,8.000000000e+00,0.000000000e+00,1.667960405e+00,2.513584375e+00,7.352124155e-02,1.000000000e+00,-1.351217151e+00,-2.702104807e+00,-1.092690349e+00,2.513584375e+00,-3.809982300e+00,-1.982122898e+00,4.280062675e+00,2.131966114e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,1.000000000e+00,-5.000000000e+00,1.000000000e+00,1.000000000e+00,1.000000000e+00,-4.663272381e+00,-1.506732345e+00,-3.376691341e-01,-4.650561333e+00,1.000000000e+00,4.141753038e-07,9.953206182e-01
30,0,6.641504765e-01,6.264213324e-01,-1.165634632e+00,9.731056094e-01,1.280077994e-01,-3.256459236e+00,-3.282300472e+00,-2.396115065e+00,-2.686344385e+00,-2.358395100e+00,-2.456047773e+00,-3.294117451e+00,4.228929281e-01,4.000000000e+00,6.000000000e+00,6.000000000e+00,0.000000000e+00,1.418937325e+00,3.068053484e+00,1.949545443e-01,1.000000000e+00,-1.792035341e+00,-3.582420349e+00,1.432847977e+00,3.067936897e+00,-1.880095840e+00,-1.829761982e+00,1.963142633e+00,4.228929281e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,1.000000000e+00,4.141753038e-07,8.232355714e-01
30,1,8.174248338e-01,6.172765493e-01,-1.156468511e+00,9.401035309e-01,-1.012886167e-01,-3.265454769e+00,-3.236741781e+00,-2.600867510e+00,-2.662477255e+00,-2.400783300e+00,-2.590871334e+00,-3.465134859e+00,1.035218000e+00,4.000000000e+00,7.000000000e+00,8.000000000e+00,0.000000000e+00,1.428411722e+00,3.115155220e+00,3.701389581e-02,1.000000000e+00,-1.773725390e+00,-3.545838118e+00,1.401615620e+00,3.115073919e+00,-1.878304958e+00,-1.973858595e+00,1.975234866e+00,1.035218000e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,3.000000000e+00,4.000000000e+00,1.200000000e+01,2.000000000e+00,1.000000000e+00,-4.797915936e+00,-1.704960108e+00,1.205720678e-01,-4.789960861e+00,1.000000000e+00,2.650174499e-01,8.474493027e-01
30,2,7.605187297e-01,5.639244914e-01,-1.241838813e+00,3.167759180e-01,-6.374648809e-01,-3.262376308e+00,-3.209014654e+00,-2.602986574e+00,-2.638410568e+00,-2.406455755e+00,-2.565972090e+00,-3.458515882e+00,1.024643540e+00,4.000000000e+00,7.000000000e+00,7.000000000e+00,0.000000000e+00,-1.045748591e+00,1.883785367e+00,-5.283208489e-01,1.000000000e+00,-1.805742979e+00,-3.609612942e+00,2.970803082e-01,1.883639693e+00,-2.905094624e+00,-2.002321243e+00,1.818497300e+00,1.024643540e+00,1.000000000e+00,0.000000000e+00,1.000000000e+00,3.000000000e+00,2.000000000e+00,1.000000000e+01,1.000000000e+00,1.000000000e+00,-5.812718868e+00,-1.829906583e+00,-3.538465872e-02,-5.810473919e+00,1.000000000e+00,4.141753038e-07,9.353857636e-01
30,3,8.327924013e-01,4.989501834e-01,-8.426764607e-01,6.103681922e-01,-8.860135823e-02,-3.197238445e+00,-2.993013144e+00,-2.603756428e+00,-2.524447918e+00,-2.270007610e+00,-2.174324036e+00,-3.530290127e+00,-1.403177977e+00,5.000000000e+00,4.000000000e+00,5.000000000e+00,0.000000000e+00,9.597527981e-01,2.749964952e+00,-8.860135823e-02,1.000000000e+00,-1.341619968e+00,-2.683016539e+00,-4.802607298e-01,2.749964952e+00,-3.502422094e+00,-1.675451279e+00,3.484292746e+00,1.403177977e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,1.000000000e+00,4.141753038e-07,9.756534696e-01
30,4,6.333239675e-01,3.261093497e-01,-1.428776145e+00,-1.115563735e-01,-9.566510320e-01,-3.057044983e+00,-3.002829075e+00,-2.520380735e+00,-2.507920504e+00,-2.213239193e+00,-2.387707233e+00,-3.363750696e+00,1.333363414e+00,3.000000000e+00,6.000000000e+00,6.000000000e+00,0.000000000e+00,1.382346272e+00,2.904483318e+00,-8.897048235e-01,1.000000000e+00,-1.754872203e+00,-3.507985115e+00,-1.128347278e+00,2.904483318e+00,-3.958556890e+00,-2.062061548e+00,4.325710297e+00,1.333363414e+00,1.000000000e+00,0.000000000e+00,1.000000000e+00,3.000000000e+00,2.000000000e+00,1.000000000e+01,1.000000000e+00,1.000000000e+00,-5.923866749e+00,-2.541424274e+00,-1.570841074e+00,-5.923666000e+00,1.000000000e+00,4.141753038e-07,9.968656898e-01
31,0,8.002264500e-01,4.839175940e-01,-1.167799592e+00,8.117203712e-01,-1.425215900e-01,-3.188163042e+00,-3.093926430e+00,-2.597377062e+00,-2.554903984e+00,-2.281157017e+00,-2.451686621e+00,-3.503754854e+00,-1.357351422e+00,5.000000000e+00,6.000000000e+00,7.000000000e+00,0.000000000e+00,1.586074710e+00,3.074277401e+00,-3.337724507e-02,1.000000000e+00,-1.651703954e+00,-3.302434206e+00,-6.422662735e-01,3.074277401e+00,-3.679165840e+00,-1.967992067e+00,3.989681721e+00,1.357351422e+00,4.000000000e+00,4.000000000e+00,0.000000000e+00,3.000000000e+00,-4.000000000e+00,2.500000000e+01,2.000000000e+00,1.000000000e+00,-4.524778366e+00,-1.427302241e+00,4.169401824e-01,-4.509363174e+00,1.000000000e+00,4.141753038e-07,9.802638888e-01
32,0,1.455753922e+00,8.356935978e-01,-4.695194066e-01,5.052419901e-01,-5.361492634e-01,-3.369384766e+00,-3.139042139e+00,-2.851920843e+00,-2.578610897e+00,-2.232095480e+00,-2.760702610e+00,-3.986234903e+00,2.106186390e+00,7.000000000e+00,6.000000000e+00,8.000000000e+00,0.000000000e+00,-8.908116221e-01,1.795108914e+00,-3.978470266e-01,1.000000000e+00,-1.305205464e+00,-2.610236168e+00,1.132515788e+00,1.784588218e+00,-2.281870365e+00,-1.925238013e+00,9.986665249e-01,2.106186390e+00,4.000000000e+00,4.000000000e+00,0.000000000e+00,3.000000000e+00,5.000000000e+00,1.300000000e+01,4.000000000e+00,1.000000000e+00,-5.223263741e+00,-1.829069972e+00,-1.060544491e+00,-5.217936039e+00,1.000000000e+00,4.141753038e-07,2.412480302e-02
